Name	Total	Bin.1	Bin.2	Bin.3	Bin.4	Bin.5	Bin.6	Bin.7	Bin.8	Bin.9	Bin.10	Bin.11	Bin.12
apFAB87--Plotkin_RBS	5686	1265	807	0	4	0	1	60	1265	1780	504	0	0
apFAB54--apFAB918	5685	995	685	0	0	2	0	0	2	387	1440	1528	646
apFAB57--BBa_J61106	5684	1514	1061	1	38	7	732	1747	369	59	0	156	0
apFAB79--apFAB883	5682	815	553	1	0	0	0	0	4	7	387	2850	1065
apFAB80--BBa_J61131	5680	1101	803	0	0	257	1085	1746	446	139	1	102	0
apFAB85--apFAB868	5680	1301	833	0	1	1	717	1530	1167	0	111	0	19
apFAB346--BBa_J61111	5679	2299	2172	436	515	136	0	22	42	0	57	0	0
apFAB38--salis-1-5	5679	854	536	0	0	3	0	0	24	169	1171	2146	776
BBa_J23107--BBa_J61126	5678	1599	2041	816	645	471	46	1	3	0	0	56	0
apFAB48--BBa_J61112	5678	1179	752	2	243	1105	1531	778	42	45	0	1	0
BBa_J23106--BBa_J61107	5678	2315	1815	1048	234	170	0	27	31	0	38	0	0
apFAB40--apFAB910	5677	757	468	0	0	1	1	0	0	0	19	464	3967
apFAB97--Plotkin_RBS	5676	1895	1897	961	703	194	0	26	0	0	0	0	0
galP1--apFAB866	5675	1613	1795	779	819	563	3	33	1	0	69	0	0
apFAB52--apFAB869	5675	764	560	2	0	1	0	17	397	2591	1193	150	0
apFAB129--apFAB844	5672	1782	1860	810	606	462	10	0	0	98	44	0	0
apFAB45--apFAB964	5671	1148	874	199	420	2015	884	61	40	30	0	0	0
apFAB150--apFAB871	5669	1784	2241	646	567	276	96	59	0	0	0	0	0
apFAB38--salis-3-11	5666	1449	1817	1047	718	568	46	9	11	1	0	0	0
BBa_J23107--salis-1-10	5665	1064	716	2	1	1	0	27	20	741	1767	1326	0
apFAB38--apFAB884	5664	1085	778	1	0	0	5	86	676	2011	984	38	0
apFAB134--apFAB910	5663	2371	1985	764	385	97	0	0	11	0	50	0	0
apFAB48--BBa_J61136	5663	1282	1067	272	670	1856	233	218	32	17	16	0	0
apFAB49--apFAB889	5663	1281	1012	0	0	0	88	604	1507	1084	87	0	0
BBa_J23108--apFAB922	5662	2460	2016	706	315	149	0	16	0	0	0	0	0
apFAB49--GSGV_RBS	5658	1192	1392	742	606	1367	183	123	0	0	0	52	1
BBa_J23119--apFAB872	5656	1105	715	0	0	0	0	0	1	393	1391	2051	0
BBa_J23107--salis-4-4	5654	1469	974	1	3	108	166	1072	1625	204	32	0	0
apFAB50--BBa_J61111	5653	1321	1302	671	690	1361	243	63	0	2	0	0	0
J23101--salis-2-3	5651	1109	824	0	1	0	0	0	0	3	13	142	3559
apFAB134--apFAB857	5650	2466	1918	574	335	294	20	19	0	3	21	0	0
apFAB98--BBa_J61120	5650	1510	1924	920	924	330	0	0	41	0	1	0	0
apFAB76--apFAB923	5650	927	664	0	1	0	0	0	0	6	11	332	3709
apFAB94--BBa_J61118	5649	1340	1369	776	732	1223	139	7	6	28	29	0	0
apFAB134--JBEI_RBS	5648	1814	2019	573	524	647	31	40	0	0	0	0	0
apFAB44--apFAB873	5648	1316	959	160	607	2115	457	22	12	0	0	0	0
apFAB76--BBa_J61115	5648	910	685	3	0	0	1	0	53	1084	1714	1198	0
apFAB32--apFAB890	5648	1170	871	0	4	298	1473	1490	256	0	9	76	1
apFAB114--salis-2-3	5647	1998	2088	621	132	664	34	84	0	0	26	0	0
apFAB77--apFAB916	5646	1000	703	0	0	1	1	1	2	0	4	43	3891
apFAB40--GSG_RBS	5642	1373	1210	448	1015	1176	187	19	1	165	48	0	0
apFAB130--BBa_J61100	5642	1359	1023	122	263	1484	892	421	25	53	0	0	0
apFAB97--apFAB927	5640	909	629	1	1	0	0	0	64	1765	1944	202	125
apFAB61--apFAB892	5637	1063	823	25	1	0	0	0	0	1	116	2573	1035
apFAB55--apFAB837	5636	1354	1004	0	0	0	17	0	4	1	28	1607	1621
apFAB39--apFAB869	5635	1376	989	121	0	5	35	1071	1456	443	139	0	0
BBa_J23117--apFAB860	5633	2717	2263	282	148	144	0	28	19	0	32	0	0
apFAB98--apFAB831	5633	1449	951	4	0	375	1282	1458	83	0	31	0	0
apFAB89--BBa_J61101	5632	1252	1449	719	655	1358	93	95	10	0	1	0	0
apFAB53--apFAB868	5631	1087	852	0	14	866	1310	1336	84	31	51	0	0
apFAB124--salis-3-3	5630	2646	2217	419	64	227	0	38	0	11	8	0	0
apFAB149--BBa_J61109	5630	2269	1995	584	409	260	41	71	0	1	0	0	0
apFAB32--BBa_J61139	5629	1271	917	60	194	1567	1059	520	37	0	4	0	0
apFAB30--BBa_J61134	5629	1120	751	317	568	1824	740	235	74	0	0	0	0
apFAB48--BBa_J61104	5628	1080	868	352	722	1956	483	116	51	0	0	0	0
apFAB150--BBa_J61128	5627	1859	2115	653	447	378	77	47	8	0	43	0	0
apFAB134--apFAB851	5626	2184	2112	676	271	323	1	38	0	1	20	0	0
apFAB56--apFAB843	5626	1051	877	376	650	2027	393	178	2	0	71	1	0
apFAB64--Alon_RBS	5626	1109	872	0	0	1	0	3	0	0	38	92	3511
apFAB55--salis-4-7	5626	1024	698	0	0	52	87	0	17	40	212	2795	701
apFAB97--apFAB861	5621	873	622	0	0	0	0	1	7	32	927	2893	266
BBa_J23104--salis-2-3	5621	1297	874	1	0	1	1	0	5	6	18	931	2487
galP1--apFAB868	5621	1706	2268	762	418	403	33	15	0	0	16	0	0
BBa_J23104--apFAB923	5618	1243	728	0	1	2	0	4	20	57	444	2348	771
apFAB321--B0032_RBS	5615	1267	1174	527	731	1446	356	30	10	6	40	28	0
apFAB33--BBa_J61112	5612	1226	729	43	3	22	182	1082	2032	229	63	0	1
apFAB40--BBa_J61125	5610	889	580	0	1	0	0	1	57	2077	1179	632	194
lacUV5--BBa_J61111	5609	1210	769	30	53	814	1227	1247	255	0	0	0	4
apFAB322--apFAB842	5608	972	619	0	0	0	7	0	19	236	873	2653	229
apFAB56--BBa_J61128	5607	1219	848	0	54	0	1	82	1218	1562	623	0	0
apFAB38--apFAB820	5605	1284	773	49	0	468	1046	1505	393	85	0	1	1
apFAB85--apFAB903	5603	1096	759	1	50	854	1892	737	213	0	0	0	1
apFAB94--BBa_J61136	5602	1242	812	0	47	0	535	1767	985	92	53	69	0
apFAB36--BBa_J61131	5600	754	471	1	0	1	0	0	10	962	1795	1268	338
apFAB96--BBa_J61134	5599	849	596	0	3	0	0	2	282	2243	1385	238	1
apFAB149--apFAB821	5598	2338	1960	786	273	78	0	23	0	20	120	0	0
apFAB149--BBa_J61137	5597	2391	2094	376	440	195	0	101	0	0	0	0	0
apFAB77--B0032_RBS	5597	1051	662	0	0	0	0	17	310	2482	990	84	1
apFAB97--salis-3-11	5597	1333	859	0	0	166	1063	1730	366	76	4	0	0
apFAB149--apFAB834	5592	2298	2314	290	264	197	42	45	0	0	142	0	0
pTrc*--apFAB922	5592	1244	821	1	1	38	693	1941	788	63	1	1	0
apFAB150--salis-1-21	5589	771	497	0	0	0	0	9	233	2497	1341	83	158
apFAB129--apFAB922	5589	2428	2120	546	340	142	13	0	0	0	0	0	0
apFAB57--BBa_J61122	5588	1765	1954	804	481	502	14	67	0	0	1	0	0
BBa_J23102--BBa_J61137	5587	1499	1019	4	5	133	869	1194	863	0	1	0	0
apFAB67--apFAB871	5585	1451	992	0	81	1060	1221	753	24	1	0	2	0
apFAB47--BBa_J61113	5585	897	590	0	0	0	0	0	1	169	1438	2133	357
apFAB36--apFAB831	5584	788	477	0	1	0	1	0	0	12	94	1542	2669
apFAB44--BBa_J61100	5583	893	638	0	0	0	2	3	0	1054	2457	407	129
apFAB134--BBa_J61104	5582	2626	2142	191	294	223	0	66	0	0	40	0	0
BBa_J23119--salis-4-4	5581	929	659	0	0	0	0	23	0	1260	1875	626	209
BBa_J23113--salis-2-4	5580	1134	711	0	0	0	2	2	0	841	1765	1125	0
apFAB49--salis-4-2	5580	907	570	0	0	0	8	46	683	1788	1424	154	0
apFAB130--apFAB868	5579	2189	2350	518	368	92	32	0	30	0	0	0	0
apFAB346--salis-4-2	5579	1279	784	0	0	0	0	1	1	2	31	135	3346
apFAB38--salis-4-7	5578	1137	771	33	6	1	44	218	1621	1496	251	0	0
apFAB68--BBa_J61115	5578	893	607	0	0	0	0	0	5	0	244	2999	830
apFAB53--BBa_J61132	5578	861	614	0	0	0	4	0	1	380	1356	2123	239
apFAB50--Anderson_RBS	5576	1312	958	548	501	1328	690	204	0	35	0	0	0
apFAB38--BBa_J61124	5574	2259	2196	506	240	257	35	48	0	0	32	1	0
apFAB67--GSGV_RBS	5574	1276	881	0	25	0	77	1445	1610	176	81	2	1
apFAB49--apFAB827	5571	1265	858	1	5	1	376	1227	1402	435	0	1	0
apFAB40--BBa_J61139	5570	656	448	0	2	0	0	2	359	1985	1553	563	2
apFAB85--BBa_J61100	5570	1105	729	0	85	1475	1051	994	121	10	0	0	0
apFAB109--apFAB839	5570	2538	2018	535	250	85	41	71	13	0	18	0	1
apFAB39--BBa_J61113	5570	1198	940	794	614	1469	470	28	0	57	0	0	0
apFAB33--salis-4-10	5568	1250	846	2	6	165	796	1607	543	139	1	213	0
J23101--BBa_J61111	5566	1675	1137	1	0	160	1141	1161	261	28	1	0	1
apFAB323--apFAB901	5565	1480	1084	2	0	0	0	2	2	17	186	1764	1028
apFAB75--Plotkin_RBS	5565	1049	729	0	30	1	0	0	5	88	181	2512	970
apFAB47--BBa_J61110	5563	709	456	0	0	0	36	0	2	1257	1839	1164	100
apFAB57--apFAB820	5563	1421	966	104	128	922	1432	528	62	0	0	0	0
apFAB53--apFAB845	5562	915	647	0	0	1	1	1	13	5	281	2895	803
apFAB57--BBa_J61107	5560	1546	1010	0	15	116	875	1428	391	129	0	50	0
BBa_J23103--salis-2-3	5560	2531	2088	351	144	190	20	51	0	0	185	0	0
apFAB38--apFAB883	5558	1100	816	134	290	1600	986	448	150	34	0	0	0
apFAB31--apFAB890	5558	1151	729	0	58	823	1727	996	73	0	1	0	0
apFAB32--BBa_J61108	5557	769	516	0	1	2	0	1	441	2717	840	269	1
apFAB30--apFAB844	5556	1289	863	2	0	0	617	1685	975	5	1	119	0
apFAB40--apFAB864	5555	1201	800	2	1	0	19	127	1757	1224	376	0	48
apFAB58--salis-1-21	5555	910	656	0	0	0	3	22	94	1091	1800	846	133
apFAB89--apFAB837	5554	844	620	0	3	1	0	0	66	1474	2120	425	1
apFAB129--apFAB912	5553	1275	842	0	0	0	25	486	1832	787	303	3	0
apFAB306--apFAB861	5551	1282	832	2	1	14	27	22	1129	1582	529	130	1
BBa_J23119--GSGV_RBS	5550	1093	790	0	0	0	0	0	4	1412	1596	461	194
apFAB44--BBa_J61113	5549	1030	711	0	1	0	0	144	1323	1775	322	243	0
BBa_J23100--apFAB842	5549	1019	721	0	0	0	0	1	11	0	61	671	3065
apFAB77--apFAB839	5548	933	738	0	0	2	2	0	0	2	0	147	3724
apFAB150--BBa_J61133	5547	1654	1947	868	687	288	2	41	19	0	41	0	0
apFAB129--BBa_J61120	5545	2462	1965	487	286	131	51	114	0	0	49	0	0
apFAB45--apFAB820	5544	635	451	1	0	0	1	1	0	1418	2268	769	0
BBa_J23102--salis-1-3	5543	1092	761	0	0	0	0	28	3	16	9	768	2866
apFAB57--apFAB863	5542	1013	701	0	0	0	0	1	15	544	2130	1138	0
apFAB323--apFAB909	5541	1048	755	0	2	1	0	3	0	0	40	462	3230
apFAB40--apFAB844	5541	958	618	0	18	0	0	0	10	1425	1930	572	10
apFAB33--apFAB827	5540	848	599	1	0	0	0	1	6	513	2166	1179	227
apFAB130--salis-1-21	5540	1266	829	1	0	71	715	1673	593	334	57	1	0
apFAB42--apFAB890	5539	753	481	0	0	0	0	25	367	2887	1023	3	0
apFAB339--apFAB834	5539	1171	859	1	1	68	1	17	2	41	76	1377	1925
apFAB341--BBa_J61118	5539	1653	1115	0	0	0	63	566	1504	637	1	0	0
apFAB140--apFAB857	5538	696	512	0	0	0	1	1	0	2	684	3028	614
apFAB97--apFAB895	5537	1034	756	0	0	2	2	7	639	2308	708	81	0
apFAB140--apFAB909	5537	860	571	0	0	0	0	2	0	1	823	2703	577
apFAB38--apFAB869	5537	1824	1731	962	509	355	72	14	68	1	0	0	1
apFAB32--BBa_J61112	5537	1159	841	0	1	0	194	1173	1691	443	35	0	0
apFAB103--apFAB856	5536	981	643	26	0	0	0	1	127	2568	913	277	0
apFAB150--BBa_J61118	5534	1373	1479	972	779	751	93	67	5	0	15	0	0
apFAB87--apFAB842	5533	1317	885	0	5	24	1	271	1336	1494	197	0	3
apFAB150--DeadRBS	5533	2508	2024	366	128	167	61	101	0	16	162	0	0
apFAB48--apFAB832	5533	831	521	0	0	1	0	0	5	95	1156	2357	567
apFAB89--BBa_J61127	5531	957	702	0	0	2	0	40	954	1854	798	224	0
apFAB103--B0032_RBS	5530	1216	888	4	0	301	1299	1543	241	5	33	0	0
apFAB134--BBa_J61124	5529	2351	2069	510	237	260	11	38	0	7	45	1	0
BBa_J23109--apFAB954	5528	1414	1020	132	320	1606	774	251	11	0	0	0	0
apFAB339--salis-4-7	5528	1061	674	1	2	9	32	25	452	2246	720	306	0
apFAB62--BBa_J61115	5527	1006	667	0	0	0	0	0	0	14	342	1851	1647
apFAB85--apFAB866	5527	934	696	0	33	0	3	204	1680	1294	379	302	2
apFAB57--apFAB927	5524	1504	1094	1	2	0	5	516	1852	374	175	0	1
apFAB94--BBa_J61104	5523	1001	737	0	23	1395	1267	963	37	9	72	19	0
apFAB149--apFAB916	5522	2248	2067	311	428	317	0	60	0	2	88	0	1
apFAB140--apFAB873	5522	1350	1069	303	634	1727	365	56	17	0	1	0	0
apFAB115--apFAB923	5522	956	676	1	0	9	0	0	18	49	620	3192	1
apFAB87--apFAB894	5522	1351	850	36	21	392	1199	1341	205	101	26	0	0
apFAB300--BBa_J61122	5522	2708	2101	240	161	69	46	78	0	103	16	0	0
galP1--BBa_J61110	5521	1804	1829	853	743	220	1	48	0	0	23	0	0
apFAB98--apFAB867	5521	2135	2262	469	387	161	47	33	0	0	27	0	0
galP1--apFAB927	5519	1201	1474	1146	654	756	262	25	0	0	0	0	1
apFAB40--BBa_J61124	5517	872	689	31	0	4	2	31	469	2671	631	117	0
apFAB130--apFAB871	5516	2271	2032	557	305	183	30	73	0	0	65	0	0
apFAB36--apFAB843	5516	1062	722	1	1	88	750	1918	800	172	1	1	0
apFAB82--BBa_J61127	5516	1127	745	114	193	1806	1064	359	108	0	0	0	0
apFAB78--BBa_J61128	5515	1462	1025	14	11	152	1650	944	257	0	0	0	0
apFAB52--BBa_J61118	5512	1094	1135	399	677	1937	257	13	0	0	0	0	0
apFAB76--apFAB922	5512	1217	883	177	280	1739	698	325	2	186	0	4	1
apFAB32--BBa_J61100	5511	875	610	0	0	1	4	0	328	3026	503	164	0
apFAB130--apFAB903	5510	1767	1600	1053	456	337	110	80	38	42	27	0	0
apFAB68--apFAB918	5508	946	699	0	0	0	0	0	0	96	693	2688	386
lacUV5--apFAB901	5508	1262	826	0	1	38	281	1837	768	434	61	0	0
apFAB101--apFAB864	5508	849	613	0	1	0	0	36	386	2282	1056	285	0
BBa_J23100--salis-2-3	5507	1288	929	0	0	1	0	0	1	0	36	454	2798
apFAB40--BBa_J61100	5507	648	457	0	0	0	0	2	1	24	271	3348	756
apFAB75--apFAB889	5507	713	519	0	0	0	0	0	0	1	30	1588	2656
apFAB45--apFAB918	5504	1162	815	0	77	1199	1138	897	56	0	0	159	1
apFAB134--BBa_J61111	5504	2308	2019	477	310	221	65	59	0	23	22	0	0
apFAB39--BBa_J61104	5501	841	536	0	0	1	0	20	20	389	2623	809	262
apFAB58--salis-3-3	5500	1176	812	1	0	0	0	8	24	198	1285	1827	169
apFAB82--Alon_RBS	5500	1261	820	0	0	12	3	23	631	2307	443	0	0
apFAB89--apFAB923	5497	869	553	1	32	1	4	17	81	2094	1256	589	0
apFAB139--apFAB909	5496	2240	2200	556	351	99	0	8	22	0	19	1	0
apFAB342--BBa_J61115	5496	1045	757	1	0	2	0	20	335	1910	1005	376	45
apFAB92--apFAB909	5495	1038	787	0	0	8	48	144	1952	1273	243	1	1
BBa_J23109--BBa_J61126	5494	2596	2060	578	157	0	20	47	0	0	36	0	0
apFAB98--apFAB872	5493	2690	1893	540	181	97	52	8	0	0	32	0	0
apFAB85--apFAB922	5492	974	849	55	1	548	1626	1192	184	39	24	0	0
apFAB341--BBa_J61122	5490	1508	1043	0	1	0	62	475	1824	414	163	0	0
apFAB85--apFAB863	5489	994	689	1	1	2	1	36	862	2350	551	1	1
apFAB103--apFAB883	5488	1020	660	4	0	0	50	118	1596	1509	353	178	0
apFAB103--apFAB876	5484	809	576	0	29	1	0	2	0	1	949	2856	261
apFAB44--GSG_RBS	5484	1234	823	0	0	0	0	2	239	2278	906	2	0
apFAB323--BBa_J61111	5481	1403	980	0	0	57	1137	1435	414	46	9	0	0
apFAB346--salis-1-5	5478	1074	776	0	0	0	0	2	1	4	53	308	3260
apFAB92--apFAB868	5475	1296	804	0	1	1	21	1006	1964	303	6	73	0
apFAB134--salis-3-11	5475	2374	2055	509	190	67	15	25	0	1	82	157	0
lacUV5--BBa_J61137	5472	1476	2003	713	588	431	68	26	44	0	123	0	0
apFAB103--BBa_J61108	5471	1061	701	35	17	9	704	1945	941	53	4	0	1
apFAB341--BBa_J61108	5471	1093	773	1	1	1	1	0	0	3	56	1367	2175
apFAB89--apFAB871	5471	1944	2090	433	572	285	49	25	0	0	73	0	0
apFAB100--apFAB861	5470	620	405	40	0	0	0	0	0	2	89	2089	2225
apFAB52--apFAB883	5469	904	646	0	0	0	0	1	0	3	60	1829	2026
apFAB339--Invitrogen_RBS	5469	981	583	0	0	0	0	0	0	1	37	788	3079
apFAB33--BBa_J61124	5468	1070	833	170	296	1736	1076	287	0	0	0	0	0
apFAB150--BBa_J61120	5468	1337	892	3	61	609	1084	1276	181	24	1	0	0
pLlacO1--apFAB826	5466	851	607	1	0	2	0	0	11	902	2059	998	35
apFAB89--BBa_J61125	5466	1029	769	93	134	1850	868	691	32	0	0	0	0
apFAB82--apFAB912	5465	904	658	2	0	0	0	1	28	1005	2099	563	205
apFAB103--apFAB821	5465	1017	749	0	0	115	576	2243	756	0	0	2	7
apFAB68--apFAB873	5463	1340	949	0	0	2	0	99	1193	1602	277	1	0
BBa_J23103--B0030_RBS	5463	2244	1764	561	272	420	44	0	0	0	68	90	0
apFAB134--BBa_J61130	5463	2418	1941	650	260	113	21	0	30	1	29	0	0
apFAB150--BBa_J61137	5462	1052	764	0	1	0	17	260	1262	1858	247	1	0
apFAB40--apFAB865	5460	915	536	0	1	1	0	0	0	0	96	1882	2029
apFAB134--apFAB954	5458	2401	1837	648	355	122	0	42	8	0	45	0	0
apFAB103--apFAB909	5458	1065	738	56	0	0	7	3	836	1973	611	169	0
J23101--BBa_J61122	5457	1409	969	1	0	0	73	491	1887	469	158	0	0
apFAB347--apFAB834	5456	1001	712	0	1	0	0	0	0	0	0	169	3573
apFAB45--B0032_RBS	5455	1403	898	0	1	2	703	1566	728	132	22	0	0
apFAB33--apFAB834	5454	1129	715	0	3	58	0	1	0	15	52	1421	2060
apFAB89--apFAB954	5453	1257	947	0	1	8	9	307	2042	680	199	3	0
apFAB68--GSGV_RBS	5453	849	639	0	11	1	0	0	1	1268	1891	793	0
apFAB57--apFAB826	5453	1425	1008	0	1	40	792	1707	402	77	1	0	0
apFAB50--apFAB844	5452	757	500	0	0	0	0	0	14	1651	2064	466	0
apFAB140--apFAB927	5449	1210	851	0	1	1	22	143	1871	1041	307	0	2
apFAB33--BBa_J61103	5444	1134	752	190	317	1725	788	436	53	0	49	0	0
apFAB92--apFAB854	5444	1257	919	1	0	68	475	1364	1036	223	5	96	0
apFAB130--apFAB827	5443	1381	911	32	171	700	1124	934	190	0	0	0	0
apFAB32--BBa_J61125	5442	1059	731	204	324	2004	681	283	1	110	44	0	1
apFAB130--BBa_J61107	5442	1723	1893	866	533	349	36	42	0	0	0	0	0
apFAB67--BBa_J61126	5442	1108	775	0	1	97	0	38	792	2241	389	1	0
apFAB33--apFAB866	5441	1319	880	1	0	95	608	1737	625	140	35	1	0
apFAB140--apFAB892	5441	883	651	0	0	1	0	0	339	2166	1204	197	0
apFAB94--apFAB903	5441	1140	744	0	0	0	1	3	1231	1938	384	0	0
BBa_J23119--salis-4-7	5439	1017	640	1	0	0	1	1	2	2	12	1604	2159
apFAB130--apFAB839	5438	1574	1486	783	696	679	203	16	1	0	0	0	0
apFAB89--Alon_RBS	5437	1452	1047	17	1	650	1334	857	51	27	0	0	1
apFAB149--BBa_J61100	5436	2104	2071	759	244	183	33	30	0	2	10	0	0
apFAB85--BBa_J61111	5434	1285	890	0	0	1	15	998	1340	823	82	0	0
apFAB139--apFAB922	5434	2321	1994	704	233	19	0	83	0	0	71	9	0
apFAB97--BBa_J61128	5434	1185	875	33	146	1324	1439	389	42	0	1	0	0
apFAB98--salis-3-11	5434	1816	1949	638	495	415	69	0	0	0	52	0	0
apFAB149--apFAB909	5433	2374	1899	507	283	301	0	1	0	0	67	1	0
apFAB85--apFAB901	5432	702	509	0	0	0	0	0	0	8	58	1828	2327
BBa_J23116--apFAB964	5430	2629	2064	460	192	47	15	22	0	1	0	0	0
apFAB56--BBa_J61133	5428	1340	1002	232	397	1772	647	38	0	0	0	0	0
BBa_J23114--BBa_J61109	5427	2334	2089	459	291	142	0	43	0	0	69	0	0
apFAB45--apFAB876	5425	1112	803	1	1	1	23	110	1648	1046	680	0	0
apFAB46--apFAB868	5424	755	478	0	0	72	1	1	50	952	1735	1328	52
apFAB109--apFAB832	5424	2574	2210	227	43	203	0	102	30	0	35	0	0
galP1--apFAB901	5424	1258	863	126	361	1869	649	234	62	0	1	1	0
apFAB97--apFAB837	5423	739	478	0	0	1	0	1	5	43	94	2507	1555
apFAB53--BBa_J61136	5422	1082	720	0	0	1	54	251	1597	1323	306	0	88
apFAB48--BBa_J61128	5421	1190	1077	383	699	1681	272	84	35	0	0	0	0
apFAB125--salis-1-5	5419	882	559	0	0	0	1	0	0	2	1	94	3880
apFAB140--BBa_J61137	5416	954	633	0	0	1	0	0	0	119	525	2396	788
apFAB98--BBa_J61128	5416	1647	2065	894	357	213	59	27	0	0	85	69	0
apFAB40--apFAB922	5416	1255	818	0	0	20	381	1804	1023	92	22	1	0
apFAB140--apFAB964	5416	1168	796	87	275	2090	764	134	42	0	60	0	0
apFAB81--GSG_RBS	5414	975	754	1	46	0	0	112	928	1972	438	188	0
apFAB54--apFAB903	5412	1171	860	0	1	1	0	0	1	2	71	1374	1931
apFAB89--Plotkin_RBS	5410	1046	749	0	0	1	1	0	5	40	254	2738	576
apFAB134--apFAB861	5408	2380	1980	541	258	148	0	68	0	0	33	0	0
apFAB79--BBa_J61101	5406	1034	872	230	502	2197	347	182	1	39	2	0	0
apFAB150--apFAB844	5404	1321	898	0	51	252	928	1477	437	1	38	1	0
apFAB65--apFAB827	5402	1122	787	0	25	0	0	2	1	3	6	695	2761
BBa_J23100--apFAB884	5400	1276	808	27	0	1	0	0	0	1	0	78	3209
apFAB44--BBa_J61128	5399	1428	1546	811	711	737	117	10	2	0	37	0	0
apFAB49--BBa_J61125	5399	1151	1408	882	1031	704	184	21	17	0	0	0	1
apFAB57--apFAB839	5397	877	607	63	1	0	0	0	9	2	629	2830	379
apFAB61--apFAB867	5397	1051	748	0	1	0	5	27	589	2245	600	131	0
apFAB78--apFAB884	5397	937	686	1	0	0	1	0	0	148	1144	2172	308
BBa_J23107--apFAB842	5396	925	645	0	1	0	0	7	48	1357	1581	832	0
BBa_J23107--BBa_J61137	5395	2115	2325	343	276	189	0	31	0	27	89	0	0
apFAB49--BBa_J61109	5393	1321	1412	559	643	1264	122	7	13	0	14	38	0
apFAB87--BBa_J61112	5392	1058	814	108	56	1222	1283	850	0	0	1	0	0
apFAB89--apFAB864	5392	1433	1182	823	1177	684	39	39	14	0	0	1	0
apFAB38--apFAB821	5391	1167	1085	688	823	1302	279	47	0	0	0	0	0
BBa_J23114--salis-1-3	5390	1192	925	263	474	1833	474	198	0	0	0	0	31
apFAB30--apFAB862	5390	765	559	1	1	1	23	64	565	2463	948	0	0
apFAB130--BBa_J61133	5388	2408	1785	524	233	277	15	62	10	24	26	24	0
apFAB109--BBa_J61126	5387	2333	2123	391	144	86	15	97	0	0	198	0	0
apFAB44--apFAB869	5386	1202	808	0	54	1254	1239	567	84	59	76	0	43
pTrc*--BBa_J61125	5383	982	712	0	0	36	17	102	859	2288	387	0	0
apFAB49--apFAB857	5380	1156	835	3	14	45	98	738	1904	516	71	0	0
apFAB140--apFAB856	5380	824	503	0	2	5	2	0	100	2353	1514	76	1
apFAB347--BBa_J61120	5380	1477	1133	0	4	17	322	1013	1163	169	82	0	0
apFAB97--apFAB914	5379	1125	781	1	1	0	27	357	1741	1222	123	1	0
apFAB49--salis-4-4	5378	1078	779	0	3	573	1102	1284	451	108	0	0	0
apFAB130--apFAB842	5378	1043	734	21	1	29	24	420	1744	1171	189	2	0
BBa_J23119--BBa_J61130	5378	1165	743	0	0	4	20	15	859	2057	417	98	0
apFAB306--BBa_J61130	5372	1902	2141	703	441	162	10	0	0	13	0	0	0
apFAB85--apFAB820	5372	1517	2131	908	416	337	43	0	2	1	1	16	0
apFAB56--apFAB890	5371	1265	889	26	49	1269	1323	538	0	2	9	1	0
BBa_J23107--apFAB910	5368	1372	920	3	24	900	1319	708	122	0	0	0	0
apFAB30--salis-4-10	5368	931	642	1	0	0	1	0	0	27	230	2689	847
pTrc*--apFAB910	5366	827	556	0	0	1	1	0	25	103	683	2986	184
apFAB68--BBa_J61124	5364	1445	920	0	0	50	640	1614	694	0	0	0	1
apFAB87--salis-3-11	5364	2310	2008	414	490	37	29	54	0	0	22	0	0
apFAB100--BBa_J61139	5362	1284	1760	748	671	831	23	28	0	0	17	0	0
apFAB39--BBa_J61106	5362	1230	810	0	10	149	1010	1706	356	49	0	41	1
apFAB33--apFAB883	5361	1177	810	22	0	25	68	198	1515	1058	469	19	0
apFAB129--salis-1-5	5357	856	576	36	13	33	0	3	57	929	2003	667	184
BBa_J23114--BBa_J61136	5356	2193	2422	338	294	45	0	64	0	0	0	0	0
apFAB134--apFAB964	5355	2020	2228	592	349	64	19	82	0	0	1	0	0
apFAB139--apFAB868	5354	2263	2625	332	61	0	0	8	0	0	65	0	0
apFAB50--apFAB914	5351	948	644	0	60	1	1	49	799	1971	720	158	0
apFAB75--apFAB918	5349	1250	946	227	478	1567	586	233	60	0	1	1	0
apFAB139--apFAB884	5346	2117	2300	234	407	107	14	110	11	0	46	0	0
apFAB49--apFAB867	5345	1242	1494	440	538	1113	286	152	10	49	21	0	0
apFAB30--BBa_J61110	5345	1095	798	2	119	551	1309	1124	287	59	0	0	1
apFAB89--apFAB927	5344	1279	817	9	0	251	1077	1523	256	0	129	1	2
apFAB98--apFAB923	5344	1095	787	1	27	693	1368	1166	206	0	0	1	0
apFAB61--apFAB914	5343	1273	908	1	0	49	266	1482	1295	1	65	0	3
apFAB103--apFAB892	5342	1135	821	0	0	55	961	2011	189	129	0	34	7
J23101--apFAB917	5340	1064	761	33	0	0	13	0	0	3	44	1134	2288
BBa_J23100--BBa_J61100	5340	1491	964	2	0	1	0	0	0	1	3	289	2589
apFAB94--BBa_J61110	5338	1192	813	0	0	28	889	1637	592	43	144	0	0
apFAB85--apFAB892	5335	643	441	0	0	1	0	0	0	1161	2348	741	0
apFAB129--BBa_J61106	5333	1134	758	295	313	1956	688	86	44	0	59	0	0
apFAB33--Invitrogen_RBS	5331	1039	664	0	0	0	1	0	1	11	16	1676	1923
