Name	Total	Bin.1	Bin.2	Bin.3	Bin.4	Bin.5	Bin.6	Bin.7	Bin.8	Bin.9	Bin.10	Bin.11	Bin.12
apFAB64--BBa_J61136	11437	2947	2013	0	5	138	185	1840	3314	873	122	0	0
apFAB277--BBa_J61136	11435	2921	2052	539	1274	3756	476	297	119	0	1	0	0
apFAB104--BBa_J61115	11434	2863	2126	1196	1761	2876	267	345	0	0	0	0	0
apFAB306--apFAB912	11432	2141	1432	0	0	28	4	63	25	1234	3493	2903	109
apFAB62--apFAB901	11424	1896	1288	1	1	1	1	1	0	1	97	4248	3889
BBa_J23113--apFAB901	11419	2852	1930	48	21	626	2697	2418	637	84	105	0	1
J23101--apFAB909	11416	1981	1327	0	0	2	0	1	16	541	2912	3975	661
apFAB76--BBa_J61110	11409	2084	1382	1	1	2	10	45	1589	5454	840	1	0
apFAB259--apFAB914	11407	5035	4332	765	625	367	0	124	51	0	108	0	0
BBa_J23104--apFAB894	11406	2306	1441	1	0	2	0	13	490	3889	2515	747	2
apFAB339--apFAB901	11402	1923	1235	1	29	1	5	5	27	1630	4056	2244	246
apFAB62--apFAB873	11402	2897	2125	7	86	1516	2756	1662	352	0	0	1	0
apFAB87--BBa_J61110	11400	2096	1542	56	142	1874	3070	2247	373	0	0	0	0
apFAB104--salis-3-3	11399	1977	1310	2	0	114	24	2	133	2643	3563	1630	1
apFAB259--Alon_RBS	11398	3401	2133	0	0	45	576	2511	1967	671	2	0	92
apFAB57--apFAB876	11396	2343	1678	2	1	2	3	0	41	751	4594	1841	140
apFAB341--apFAB866	11394	2407	1730	0	0	0	52	99	2930	3280	671	224	1
apFAB323--salis-3-11	11391	2585	1871	2	1	1290	3334	1744	425	9	85	0	45
apFAB38--apFAB876	11391	2406	1675	36	4	212	734	3843	1653	452	194	181	1
apFAB109--Anderson_RBS	11388	5006	4683	370	819	211	19	48	53	1	178	0	0
apFAB300--apFAB860	11387	3810	3951	1469	1183	754	61	62	21	32	44	0	0
apFAB300--apFAB831	11387	2963	2653	983	1371	2965	407	15	0	1	28	1	0
apFAB114--JBEI_RBS	11386	3744	3839	1919	720	794	177	32	0	1	160	0	0
apFAB125--salis-1-21	11385	2355	1731	597	879	4376	996	217	0	60	8	0	166
apFAB114--apFAB832	11385	4769	4538	839	923	172	50	24	8	15	47	0	0
apFAB58--apFAB873	11384	3518	3635	2131	1217	644	99	91	29	20	0	0	0
apFAB114--salis-4-7	11383	4388	4976	740	586	369	0	156	0	0	51	0	117
J23101--BBa_J61131	11382	3213	3349	2118	1314	951	257	1	125	29	24	0	1
BBa_J23106--apFAB922	11379	4670	4268	1246	618	292	37	94	6	27	19	102	0
apFAB339--apFAB894	11378	2236	1373	2	2	4	1	121	248	4063	2623	705	0
apFAB109--BBa_J61130	11377	5407	4325	857	487	25	54	74	12	0	136	0	0
apFAB338--BBa_J61136	11376	2612	2028	531	1632	2665	1294	336	16	64	198	0	0
apFAB306--BBa_J61108	11375	2752	1839	67	172	3039	2123	1204	163	0	3	13	0
apFAB306--apFAB918	11373	2813	2375	1338	1393	2427	720	240	1	1	64	0	1
apFAB104--apFAB857	11372	2869	1833	34	27	1323	3015	2005	258	2	3	1	2
BBa_J23113--apFAB883	11370	2853	2148	774	1098	2985	1062	252	0	62	0	136	0
BBa_J23105--apFAB871	11370	4914	4398	848	489	449	0	113	10	0	149	0	0
apFAB89--apFAB904	11368	2042	1238	0	0	1	0	6	47	1495	4117	2165	257
BBa_J23109--apFAB832	11367	2827	1978	43	95	2610	2582	980	183	68	0	0	1
BBa_J23115--Anderson_RBS	11365	4165	4560	1126	881	565	27	41	0	0	0	0	0
BBa_J23116--apFAB903	11363	5240	4155	1015	435	267	1	107	14	1	128	0	0
apFAB115--apFAB827	11362	2272	1499	0	0	2	1	22	76	1880	4044	1564	2
BBa_J23106--salis-4-2	11362	2286	1448	1	20	0	10	29	52	2198	4052	1266	0
apFAB109--apFAB857	11362	4694	4189	1036	849	333	86	123	15	0	37	0	0
apFAB306--salis-3-11	11357	4208	4077	1665	997	212	56	45	0	35	62	0	0
apFAB339--salis-4-10	11356	1896	1178	1	0	0	0	1	70	2516	3826	1792	76
apFAB58--apFAB844	11356	2759	1976	126	637	3233	1787	764	26	34	12	1	1
BBa_J23103--apFAB909	11352	4995	4333	889	671	108	44	59	4	2	164	83	0
apFAB78--apFAB856	11350	2608	1826	0	106	471	2868	2741	632	1	35	62	0
apFAB66--BBa_J61134	11348	2724	1853	40	24	436	2268	2937	597	414	20	0	35
BBa_J23102--apFAB884	11345	4610	4584	939	622	91	117	60	73	93	156	0	0
BBa_J23116--salis-3-11	11341	5270	4226	889	360	337	45	0	49	0	163	2	0
apFAB342--BBa_J61125	11340	2877	3853	2066	1227	896	188	134	1	0	14	0	84
apFAB66--BBa_J61101	11337	2627	2156	528	1292	3732	665	255	68	0	14	0	0
BBa_J23113--apFAB912	11337	2258	1514	0	1	5	6	7	79	2812	3938	716	1
apFAB317--BBa_J61130	11334	2919	3487	1660	1850	1075	243	0	33	0	39	28	0
apFAB342--BBa_J61124	11332	3344	4008	1549	1278	819	115	94	39	84	1	0	1
apFAB63--apFAB864	11330	3481	4043	1687	1081	688	107	52	40	24	47	80	0
apFAB277--BBa_J61113	11325	3047	2004	12	13	94	938	3192	1572	257	196	0	0
apFAB58--BBa_J61110	11321	2748	1749	0	0	145	2313	3204	1132	0	29	0	1
BBa_J23107--BBa_J61113	11321	2440	1784	433	774	3973	1344	449	97	1	25	1	0
apFAB124--BBa_J61139	11320	4949	4727	696	522	187	14	59	0	0	162	4	0
apFAB65--apFAB871	11317	2911	2369	980	1530	2593	483	273	92	49	36	1	0
apFAB345--apFAB866	11315	2742	1807	0	2	3	98	2112	3522	730	139	160	0
apFAB347--apFAB918	11315	2510	1855	99	235	2886	2072	1376	99	0	46	56	81
BBa_J23103--BBa_J61108	11314	5052	4073	1020	925	79	0	121	1	0	43	0	0
apFAB124--BBa_J61127	11310	4904	4451	970	449	320	23	43	0	0	150	0	0
apFAB321--apFAB865	11308	2418	1689	1	0	4	4	38	1777	4249	1126	2	0
apFAB259--apFAB854	11305	2848	2932	1716	1700	1734	271	40	2	1	60	1	0
apFAB317--apFAB923	11305	1739	1212	1	0	2	1	1	211	4383	3026	503	226
apFAB345--apFAB865	11302	1986	1379	0	0	0	2	0	22	665	3684	3221	343
apFAB140--GSG_RBS	11301	2035	1307	1	1	3	1	5	824	5196	1926	0	2
BBa_J23114--apFAB861	11299	3893	3644	1615	1234	466	167	55	73	1	151	0	0
BBa_J23103--apFAB927	11299	5238	4267	672	666	259	87	27	0	1	82	0	0
apFAB124--BBa_J61104	11297	4813	4488	803	530	539	32	48	0	1	41	1	1
BBa_J23103--apFAB864	11295	5181	4074	834	645	340	72	96	0	1	52	0	0
apFAB321--apFAB892	11293	2595	1719	1	35	10	1	204	2421	3307	850	149	1
apFAB115--BBa_J61129	11293	2835	1934	46	41	1261	2708	1822	533	0	113	0	0
apFAB322--BBa_J61103	11291	2794	1771	2	17	659	2563	2651	647	160	27	0	0
BBa_J23113--apFAB864	11291	5076	4050	776	557	471	120	89	67	0	73	0	12
apFAB115--BBa_J61128	11291	2613	2182	783	1071	3289	1070	231	51	0	1	0	0
BBa_J23106--apFAB889	11290	2389	1628	47	3	109	1370	3413	1677	517	41	0	96
BBa_J23104--BBa_J61112	11290	2868	1836	0	1	11	11	206	2042	3477	838	0	0
BBa_J23115--BBa_J61139	11288	5030	4312	1024	370	426	20	63	0	0	43	0	0
apFAB317--apFAB904	11287	1844	1220	0	0	0	2	3	0	2	51	3030	5135
apFAB98--apFAB876	11287	4901	4278	1150	611	209	47	44	23	23	1	0	0
apFAB306--BBa_J61104	11286	2788	1762	63	17	1418	2752	2316	168	0	0	2	0
BBa_J23109--BBa_J61112	11285	4517	4521	1184	394	466	2	122	0	2	77	0	0
apFAB104--Invitrogen_RBS	11285	2494	1748	0	0	0	55	89	1902	3412	1196	389	0
apFAB150--apFAB912	11285	1564	1005	1	1	0	44	1	37	92	740	4843	2957
apFAB323--apFAB865	11285	1749	1280	0	19	256	1	9	8	51	1197	5057	1658
apFAB339--BBa_J61120	11283	2797	1844	71	25	381	2728	2651	428	245	1	111	1
apFAB311--BBa_J61101	11280	4347	3571	1452	992	478	120	106	1	65	147	1	0
apFAB347--apFAB912	11280	2012	1350	0	2	1	3	1	904	4710	1848	449	0
BBa_J23118--apFAB832	11277	3328	2067	1	12	120	1591	2956	769	429	1	2	1
apFAB134--B0034_RBS	11277	4127	3580	1259	1123	745	154	109	0	117	47	0	16
apFAB300--apFAB861	11276	3276	3557	1465	1252	1368	143	183	31	0	1	0	0
apFAB312--apFAB895	11275	4178	4160	1482	963	415	0	36	0	39	1	1	0
apFAB300--apFAB914	11275	4705	4608	890	499	310	39	52	72	4	96	0	0
apFAB321--BBa_J61113	11272	2780	1872	118	128	70	716	2533	2212	784	2	57	0
apFAB346--BBa_J61106	11268	2766	1978	2	1	4	50	823	3507	1620	432	85	0
apFAB77--BBa_J61136	11267	1901	1370	1	1	0	0	65	614	4337	2856	120	2
apFAB76--BBa_J61125	11265	2444	1678	0	0	259	1973	4091	611	41	131	1	36
BBa_J23104--salis-1-21	11264	2193	1425	62	0	0	1	2	12	41	115	2004	5409
apFAB277--salis-4-2	11261	2585	1603	0	1	0	1	557	3106	3163	244	1	0
apFAB317--BBa_J61129	11260	2641	1931	20	43	1365	2741	2328	72	1	47	71	0
apFAB311--apFAB927	11259	4545	3852	1345	518	757	102	95	0	0	43	2	0
apFAB346--BBa_J61131	11257	3230	3639	1697	1193	1225	35	0	28	145	65	0	0
apFAB62--BBa_J61129	11257	2448	1747	2	3	5	101	350	3734	2474	366	27	0
apFAB321--BBa_J61104	11249	2616	1745	215	472	2829	2122	984	230	10	26	0	0
apFAB342--BBa_J61103	11249	2487	1852	1	70	1625	2798	2100	315	1	0	0	0
BBa_J23102--apFAB876	11246	3565	3812	1584	1433	616	71	50	1	15	4	94	1
apFAB109--Bujard_RBS	11244	4581	4426	1337	486	161	71	116	37	1	27	0	1
apFAB109--apFAB834	11244	4705	4600	827	606	294	111	34	30	36	0	0	1
apFAB277--BBa_J61139	11243	3885	3879	1393	860	730	0	49	98	1	0	348	0
BBa_J23103--BBa_J61134	11242	4988	4151	1043	612	400	0	0	7	0	41	0	0
apFAB78--Anderson_RBS	11236	2322	1683	1	20	48	1	73	1536	3768	1446	152	186
apFAB63--GSGV_RBS	11235	2183	1550	261	871	4357	1306	525	34	148	0	0	0
apFAB342--apFAB867	11233	3037	3378	1436	1524	1469	129	92	0	102	66	0	0
apFAB129--Invitrogen_RBS	11233	3000	1948	3	0	4	43	591	3254	1965	397	1	27
apFAB124--apFAB867	11232	4998	4394	953	360	258	0	125	40	0	42	62	0
apFAB302--apFAB904	11231	1925	1419	0	1	1	3	4	51	354	2237	4222	1014
apFAB322--apFAB901	11231	2934	1952	1	2	7	74	520	3527	1696	517	0	1
BBa_J23114--apFAB868	11230	4759	4315	1161	606	298	19	31	1	0	40	0	0
BBa_J23115--salis-1-3	11230	2770	1742	0	4	169	1135	3028	2026	272	83	1	0
BBa_J23115--apFAB890	11227	4947	4147	1185	564	275	9	84	16	0	0	0	0
apFAB55--apFAB845	11226	2567	1814	0	80	1310	2920	2121	319	2	32	61	0
apFAB115--apFAB914	11224	2925	2028	158	191	2044	2269	1280	279	8	39	2	1
apFAB338--apFAB883	11223	2118	1695	300	570	3957	1667	734	47	133	1	1	0
BBa_J23116--apFAB864	11223	5103	4208	873	628	262	43	0	0	0	106	0	0
apFAB61--apFAB883	11223	2004	1427	2	0	2	40	47	1892	4797	933	50	29
apFAB339--apFAB914	11223	2377	1729	51	73	360	3197	2664	741	27	3	0	1
apFAB63--BBa_J61131	11221	4902	3932	1117	576	438	28	21	98	0	108	1	0
BBa_J23103--apFAB894	11216	5492	3881	977	257	374	0	129	30	0	76	0	0
apFAB346--apFAB889	11212	1791	1265	1	0	1	1	0	43	210	2465	4794	641
apFAB321--apFAB856	11210	1967	1226	0	0	1	2	1	305	4636	2662	236	174
apFAB78--apFAB909	11210	2897	1894	2	90	1243	2571	2225	250	31	6	0	1
apFAB109--apFAB821	11207	5246	4288	911	255	132	44	105	22	111	92	0	1
apFAB317--apFAB857	11207	2114	1454	2	82	1	0	19	1112	4500	1922	0	1
apFAB114--apFAB844	11203	4813	4716	934	555	50	50	0	84	1	0	0	0
apFAB55--Anderson_RBS	11202	2668	1989	1	1	1	239	1338	3126	1724	114	0	1
BBa_J23103--BBa_J61119	11201	5285	3827	968	642	261	16	71	0	0	129	1	1
apFAB104--apFAB834	11201	2623	1695	0	1	3	3	254	2507	3061	1050	3	1
apFAB312--BBa_J61133	11200	5059	4355	767	519	185	5	209	52	0	47	1	1
apFAB300--apFAB916	11199	3403	3847	1712	1189	867	48	26	5	1	101	0	0
apFAB125--apFAB910	11199	1775	1236	0	2	0	0	2	251	2867	4040	918	108
BBa_J23113--apFAB831	11197	2517	1662	0	2	29	1	157	2014	3462	1159	194	0
apFAB114--apFAB820	11194	5143	4030	628	461	695	44	65	0	0	128	0	0
apFAB115--apFAB927	11194	3177	2090	2	45	16	551	2362	2272	506	127	45	1
apFAB134--BBa_J61134	11194	4729	4568	918	501	341	48	84	4	0	1	0	0
BBa_J23114--apFAB831	11193	3525	3979	2176	949	425	58	18	0	0	63	0	0
apFAB277--apFAB918	11191	3860	3796	1460	1241	449	43	62	15	0	208	57	0
BBa_J23104--BBa_J61130	11190	2922	2371	1857	1545	2017	363	47	37	0	31	0	0
apFAB322--apFAB892	11187	2884	1957	53	85	1184	2600	2047	338	0	39	0	0
BBa_J23106--apFAB868	11186	3876	3656	1737	899	739	117	148	0	0	13	0	1
apFAB76--BBa_J61132	11186	2637	3425	1674	1555	1540	258	75	20	1	1	0	0
apFAB114--apFAB866	11185	4887	4427	995	720	76	45	34	0	1	0	0	0
BBa_J23100--BBa_J61112	11177	2636	1818	74	17	2	9	5	1126	3389	1733	368	0
apFAB98--apFAB834	11168	2744	2220	920	852	3412	664	221	18	37	0	1	79
BBa_J23105--apFAB831	11166	2655	1824	504	680	4033	1073	311	5	43	36	2	0
BBa_J23113--BBa_J61136	11164	4851	4381	1032	386	129	40	45	0	0	100	200	0
apFAB150--apFAB864	11161	2532	1663	751	1381	3758	667	255	41	0	112	0	1
apFAB58--BBa_J61112	11161	2509	1808	21	44	944	2242	2957	601	1	1	33	0
apFAB311--BBa_J61111	11160	4474	3785	1330	409	931	188	13	29	0	1	0	0
apFAB300--apFAB964	11159	5050	4306	949	358	273	0	30	0	0	193	0	0
apFAB77--apFAB865	11157	1698	1295	0	0	0	0	2	56	70	258	4451	3327
apFAB58--apFAB910	11154	2886	1913	0	0	132	1044	2926	1772	275	114	92	0
BBa_J23113--BBa_J61101	11153	4953	4341	1002	307	281	106	97	0	0	66	0	0
apFAB346--BBa_J61137	11151	2479	1661	35	0	186	64	654	3021	2608	441	1	1
BBa_J23104--BBa_J61131	11151	2925	3657	1371	1193	1542	226	142	4	1	79	11	0
BBa_J23114--apFAB917	11150	2472	2913	1913	1600	1810	312	123	6	0	1	0	0
BBa_J23104--BBa_J61129	11150	4653	3991	1155	676	208	12	426	0	28	0	1	0
BBa_J23116--apFAB895	11150	4867	4366	596	524	643	11	78	0	2	62	1	0
BBa_J23104--apFAB865	11147	1790	1194	0	0	2	4	2	449	4012	3422	271	1
apFAB312--apFAB927	11145	2780	3047	1826	1201	1741	463	32	51	0	1	3	0
apFAB259--BBa_J61127	11144	4036	4017	1813	835	269	42	132	0	0	0	0	0
apFAB124--apFAB912	11144	5133	4135	1126	399	199	0	104	0	0	47	1	0
apFAB322--BBa_J61130	11143	2688	1814	63	203	2040	2386	1653	239	0	1	56	0
apFAB57--BBa_J61127	11142	3281	3954	1710	1409	494	56	158	1	44	35	0	0
apFAB302--apFAB916	11140	2091	1395	0	0	166	17	0	43	546	3147	3378	357
BBa_J23113--salis-3-11	11139	3049	2856	1848	1267	1550	416	0	0	15	113	0	25
BBa_J23119--BBa_J61119	11135	3027	1964	265	557	3013	1793	449	60	3	3	0	1
apFAB78--apFAB923	11132	2092	1467	0	0	2	27	50	1649	4449	1392	1	3
BBa_J23100--BBa_J61104	11129	2416	1642	1	0	1	2	33	1219	3615	2015	185	0
BBa_J23105--Plotkin_RBS	11128	2641	1810	1	0	606	2493	3007	529	40	0	1	0
apFAB302--apFAB883	11126	3027	1956	5	53	131	1075	3230	1411	204	31	2	1
apFAB317--apFAB889	11125	1879	1443	0	0	1	39	0	0	6	166	3444	4147
apFAB346--BBa_J61104	11124	2570	2431	1133	1271	2430	647	310	58	64	0	209	1
apFAB66--BBa_J61130	11123	2594	1789	48	218	2957	2188	1128	61	140	0	0	0
apFAB64--BBa_J61133	11123	3541	4148	1547	1126	549	131	26	55	0	0	0	0
BBa_J23105--apFAB910	11122	2773	2514	1480	1637	2058	300	174	95	91	0	0	0
BBa_J23102--BBa_J61125	11121	3212	2952	1207	1683	1546	381	21	19	45	54	0	1
apFAB78--BBa_J61130	11121	2510	1677	18	1	278	2277	3610	715	20	15	0	0
lacUV5--apFAB904	11118	1602	1049	0	2	0	3	0	7	78	929	5360	2088
BBa_J23115--apFAB927	11117	4380	4571	1178	460	265	119	76	0	0	68	0	0
apFAB109--apFAB864	11113	4833	4160	1376	305	327	0	111	0	0	0	1	0
apFAB50--DeadRBS	11113	5157	4451	772	511	81	0	72	53	0	16	0	0
apFAB78--salis-4-4	11113	1611	1151	47	1	8	0	0	69	2554	3461	2210	1
apFAB56--BBa_J61125	11110	2597	1794	115	155	3497	2026	816	91	0	0	0	19
apFAB58--apFAB922	11108	3096	3100	1641	1350	1692	146	0	31	1	51	0	0
BBa_J23109--apFAB831	11107	3184	2163	2	0	69	87	599	2885	1624	421	72	1
apFAB312--apFAB964	11107	4735	3845	1072	648	323	18	205	35	0	226	0	0
apFAB345--BBa_J61108	11106	3224	3050	1697	1282	1530	123	0	55	2	112	1	30
apFAB302--BBa_J61139	11105	4236	4324	1299	620	502	44	53	17	10	0	0	0
apFAB114--apFAB894	11105	4650	4379	972	383	582	1	0	0	0	138	0	0
apFAB64--BBa_J61139	11103	2737	3806	2012	1077	1110	166	42	0	119	34	0	0
BBa_J23105--BBa_J61109	11102	3867	4312	1315	659	763	36	19	0	0	131	0	0
apFAB311--apFAB821	11102	3928	4155	1566	751	399	140	40	0	0	123	0	0
BBa_J23100--BBa_J61103	11099	2990	1998	20	199	2191	2367	1257	0	76	0	1	0
BBa_J23115--apFAB863	11098	3755	3886	1662	707	688	101	59	9	119	1	2	109
apFAB317--BBa_J61124	11098	3965	4092	1471	897	583	7	38	43	1	0	0	1
apFAB277--salis-2-4	11096	2622	1816	0	34	329	1767	3154	1186	186	1	1	0
BBa_J23105--apFAB848	11094	2608	1771	61	91	2022	3071	1216	29	91	50	84	0
J23101--apFAB890	11091	2340	1817	333	813	3814	1451	336	0	120	65	2	0
apFAB346--BBa_J61139	11090	2879	3102	1751	1380	1555	311	80	5	6	21	0	0
apFAB58--apFAB954	11090	3050	2074	1	53	25	731	3162	1581	402	9	0	2
apFAB124--salis-4-10	11087	5144	4519	686	400	220	22	53	0	1	42	0	0
BBa_J23102--apFAB883	11083	2725	1783	0	12	80	1419	3523	1461	0	80	0	0
apFAB322--apFAB889	11082	2112	1408	37	2	58	0	15	66	3307	2595	1482	0
apFAB78--apFAB854	11079	2947	2912	2219	1212	1353	46	30	94	106	160	0	0
apFAB312--apFAB918	11079	4010	4349	1110	753	700	52	62	26	0	17	0	0
BBa_J23116--salis-1-21	11077	2813	2355	785	1336	2978	556	192	0	48	12	0	2
apFAB129--apFAB954	11075	2299	1752	261	725	3763	1185	955	32	82	19	0	2
apFAB346--apFAB821	11075	2630	1804	55	14	235	1370	3334	1304	231	96	0	2
BBa_J23109--salis-4-4	11075	3089	2064	7	9	98	2584	2430	537	147	110	0	0
apFAB345--apFAB821	11074	2244	1530	0	0	0	12	144	3826	2810	381	127	0
apFAB64--BBa_J61112	11073	3017	2061	15	9	431	1769	2675	918	177	0	0	1
apFAB62--apFAB866	11071	2798	1976	0	5	146	1425	3310	1251	95	0	65	0
apFAB317--BBa_J61119	11071	2620	2134	328	693	2871	1944	354	0	126	1	0	0
apFAB64--apFAB909	11069	1762	1217	1	0	1	2	5	3	71	288	5285	2434
apFAB345--apFAB845	11064	1832	1263	0	35	1	0	0	39	2506	3678	1703	7
BBa_J23104--apFAB869	11062	2668	1859	220	456	3378	1723	672	11	1	74	0	0
BBa_J23105--apFAB834	11062	2716	1879	30	46	164	1828	3392	850	156	0	0	1
apFAB104--salis-4-4	11059	2488	1618	1	83	769	2265	3320	467	40	7	1	0
apFAB345--GSGV_RBS	11058	1655	1138	1	0	6	0	55	560	4868	1943	832	0
apFAB125--BBa_J61139	11056	3058	3530	1107	1617	1395	235	77	1	36	0	0	0
apFAB311--apFAB912	11054	2927	2153	370	789	3406	1049	323	33	4	0	0	0
apFAB311--BBa_J61131	11054	4340	4229	1035	698	422	39	182	0	0	108	1	0
J23101--apFAB844	11053	3115	2145	0	56	92	2264	2697	350	52	282	0	0
BBa_J23116--BBa_J61110	11053	3701	4267	1645	813	361	142	0	27	74	23	0	0
BBa_J23107--apFAB890	11051	2880	3159	2338	1116	1164	252	102	0	40	0	0	0
apFAB347--BBa_J61109	11048	2473	1716	4	1	76	227	1782	3724	768	274	2	1
apFAB306--apFAB873	11047	3567	4516	1407	773	564	103	33	0	42	42	0	0
BBa_J23116--apFAB821	11043	5085	4142	838	397	109	64	229	0	0	1	178	0
BBa_J23118--apFAB854	11043	3005	2048	174	383	2257	1998	1109	21	0	2	46	0
apFAB104--BBa_J61124	11041	4883	4163	1173	494	160	0	16	0	60	92	0	0
apFAB109--apFAB862	11039	4676	4278	1132	406	393	73	70	0	0	11	0	0
BBa_J23116--apFAB884	11035	2561	1786	678	597	3357	1436	546	23	47	3	0	1
apFAB311--apFAB923	11033	2628	1738	89	256	1752	2544	1480	542	1	1	2	0
BBa_J23117--salis-1-3	11032	4294	4242	934	917	562	0	60	23	0	0	0	0
BBa_J23113--apFAB890	11031	3752	3875	1902	967	437	76	21	0	0	1	0	0
apFAB55--apFAB843	11030	4214	3832	1566	985	189	16	143	1	84	0	0	0
BBa_J23102--BBa_J61106	11029	3029	1966	0	3	162	1862	3110	729	68	100	0	0
apFAB312--apFAB884	11029	2466	1714	3	5	44	4	158	2454	2932	1019	230	0
apFAB109--BBa_J61106	11027	4916	3829	1157	666	261	17	53	0	0	128	0	0
BBa_J23115--apFAB860	11022	3978	3500	1358	1358	461	202	1	1	2	125	0	36
apFAB306--BBa_J61106	11021	2914	1910	1	13	307	2184	2853	717	121	0	0	1
BBa_J23106--apFAB869	11019	4184	4422	1519	375	338	69	81	31	0	0	0	0
apFAB62--BBa_J61118	11017	2810	2046	13	0	701	2193	2824	408	20	1	1	0
BBa_J23117--apFAB868	11017	4843	4200	1072	511	60	0	203	0	0	128	0	0
apFAB346--apFAB861	11016	1885	1326	1	2	25	63	48	311	3962	2646	736	11
BBa_J23113--apFAB832	11013	2425	1652	1	1	215	1844	3755	1113	1	6	0	0
BBa_J23104--BBa_J61127	11010	1759	1170	1	0	0	2	0	505	4104	3209	260	0
BBa_J23102--BBa_J61100	11010	4559	4088	1521	481	162	91	51	1	0	56	0	0
apFAB63--apFAB869	11008	2798	2248	850	889	3275	767	175	1	0	4	0	1
apFAB345--BBa_J61126	11007	2583	1844	142	129	2016	2540	1548	150	53	2	0	0
BBa_J23115--apFAB922	11003	4708	4258	1211	328	118	0	173	71	0	135	0	1
apFAB317--BBa_J61131	11002	2930	3477	1813	1404	995	165	105	21	1	91	0	0
apFAB109--apFAB844	11002	4597	4301	1275	458	341	2	27	0	0	0	0	1
apFAB302--BBa_J61106	11001	2621	1888	1	0	28	6	247	1689	2966	1438	116	1
BBa_J23103--BBa_J61129	11000	5142	4145	819	675	36	18	26	0	28	111	0	0
apFAB49--B0032_RBS	10998	2831	2306	929	916	2929	581	197	173	134	0	1	1
apFAB67--Alon_RBS	10997	2703	1981	0	35	552	2643	2741	311	25	6	0	0
BBa_J23114--apFAB954	10997	3965	4044	1108	826	838	87	0	35	1	93	0	0
apFAB317--apFAB843	10997	4088	4423	952	734	405	0	123	147	58	67	0	0
apFAB302--apFAB927	10997	3036	2077	190	103	2295	1904	1126	128	53	84	1	0
apFAB150--apFAB901	10996	1805	1398	0	11	4	2	39	782	4439	2403	113	0
BBa_J23109--apFAB927	10995	3036	3482	1648	1232	1345	122	72	1	0	57	0	0
BBa_J23118--apFAB861	10993	2515	1565	3	4	13	123	551	3166	2341	553	159	0
BBa_J23114--apFAB871	10992	4438	4220	681	934	376	118	83	0	0	141	0	1
apFAB114--apFAB831	10991	4213	4420	1096	762	417	38	40	4	0	0	0	1
apFAB58--apFAB869	10989	2943	2343	1313	1253	2426	424	218	68	0	0	1	0
apFAB338--apFAB917	10989	1841	1278	52	0	0	0	21	89	3331	3180	1195	2
apFAB77--BBa_J61137	10986	2690	1930	2	0	190	1629	3454	894	23	60	0	114
apFAB62--apFAB892	10984	1792	1261	0	1	25	2	0	91	2129	2975	2707	1
BBa_J23102--apFAB844	10978	2947	1912	1	43	100	497	2798	2361	294	25	0	0
BBa_J23105--apFAB866	10977	3571	4243	1459	1002	604	22	50	25	0	0	1	0
apFAB30--apFAB914	10977	2012	1426	29	25	965	2329	3397	724	13	56	1	0
BBa_J23117--apFAB864	10975	5327	3988	834	324	60	55	164	26	0	54	1	142
BBa_J23104--BBa_J61111	10973	2526	1752	0	4	314	2196	3325	722	131	3	0	0
BBa_J23119--apFAB820	10970	1918	1216	2	1	0	28	0	163	2964	3290	1387	1
BBa_J23116--salis-4-4	10970	4532	4521	977	485	370	0	34	0	2	49	0	0
apFAB114--apFAB834	10968	4439	4216	1364	429	403	0	1	6	0	108	1	1
apFAB277--apFAB927	10967	2751	2987	1987	1522	1376	171	94	1	75	1	0	2
apFAB339--BBa_J61125	10965	2655	2582	1826	1030	2306	355	47	70	16	78	0	0
apFAB57--salis-3-11	10960	2844	3615	1975	1277	1088	56	29	0	2	74	0	0
apFAB109--apFAB910	10958	5042	4096	917	379	292	43	95	0	1	92	1	0
apFAB311--apFAB869	10956	4483	3606	1273	807	418	99	0	0	0	270	0	0
apFAB322--BBa_J61125	10951	2747	2001	69	191	2467	2141	1123	176	1	35	0	0
BBa_J23100--apFAB904	10951	2650	1738	0	0	2	1	3	0	0	90	529	5938
apFAB338--apFAB873	10943	4409	3943	1342	449	365	58	51	1	0	324	1	0
apFAB321--apFAB866	10942	2534	1645	298	568	3412	1673	458	139	5	67	143	0
apFAB341--apFAB964	10941	2485	1698	1	1	39	1482	3446	1130	521	79	1	58
J23101--BBa_J61133	10938	4135	3858	1442	890	388	85	64	51	0	25	0	0
apFAB58--apFAB894	10935	2829	1980	9	3	29	635	3389	1919	113	28	1	0
BBa_J23118--BBa_J61112	10934	3835	3938	1761	493	732	9	45	38	0	83	0	0
apFAB150--apFAB821	10934	2394	1590	2	128	502	1551	3325	1280	161	1	0	0
apFAB339--apFAB868	10933	2436	1720	126	96	2684	2335	1173	5	355	2	0	1
apFAB311--salis-3-3	10933	2152	1378	0	0	2	0	11	297	2849	2966	1278	0
BBa_J23108--salis-1-1	10932	2869	1784	212	337	2976	1865	448	228	9	203	0	1
apFAB75--BBa_J61120	10932	4213	4360	879	907	405	76	69	23	0	0	0	0
apFAB339--apFAB866	10931	2431	1710	0	14	1037	2911	2121	496	207	0	1	3
BBa_J23116--salis-1-3	10929	2707	3090	2120	1287	1518	58	74	1	34	40	0	0
apFAB65--BBa_J61119	10928	1974	1409	0	34	50	1	0	1	784	2165	3817	693
