Name	Total	Bin 1	Bin 2	Bin 3	Bin 4	Bin 5	Bin 6	Bin 7	Bin 8	Bin 9	Bin 10	Bin 11	Bin 12
apFAB78--BBa_J61133	2877	658	994	417	247	408	51	2	3	45	52	0	0
apFAB87--BBa_J61100	2876	2	0	29	0	9	116	260	1098	902	460	0	0
apFAB63--Invitrogen_RBS	2875	0	46	0	0	0	0	1	1	16	121	991	1699
apFAB339--salis-1-5	2875	2	0	0	0	0	0	0	0	8	0	177	2688
apFAB95--apFAB871	2872	14	0	0	66	636	1321	772	31	7	25	0	0
apFAB56--BBa_J61113	2872	0	0	0	0	0	0	0	0	1	1	386	2484
apFAB124--B0032_RBS	2872	812	1088	415	326	157	22	0	31	21	0	0	0
apFAB140--BBa_J61104	2872	2	2	0	0	1	0	0	0	1	996	1527	343
apFAB38--apFAB839	2872	1	0	0	0	0	0	3	538	1673	300	356	1
apFAB104--BBa_J61134	2871	671	1008	612	344	91	0	65	0	1	79	0	0
apFAB50--BBa_J61130	2871	0	2	2	0	0	1	83	1037	1419	234	93	0
apFAB338--salis-2-3	2869	1	1	0	0	2	0	1	0	1	6	104	2753
apFAB75--apFAB848	2869	24	1	0	0	0	0	0	0	0	3	40	2801
lacUV5--BBa_J61129	2868	50	183	372	334	1465	309	36	102	0	16	1	0
BBa_J23117--apFAB895	2868	923	764	553	482	0	0	19	0	0	61	66	0
apFAB97--apFAB848	2867	1	0	1	0	133	932	1467	293	38	1	1	0
apFAB124--apFAB863	2867	661	1054	483	299	71	1	71	0	26	201	0	0
apFAB49--apFAB873	2866	274	1066	952	383	87	59	1	0	1	42	0	1
apFAB101--apFAB914	2865	1	42	0	0	0	0	0	10	438	1455	919	0
apFAB31--BBa_J61130	2865	9	3	43	192	1407	934	199	78	0	0	0	0
apFAB150--GSGV_RBS	2865	0	2	0	0	334	1182	1186	157	0	4	0	0
apFAB96--BBa_J61120	2864	8	0	0	13	59	1	0	1305	1188	290	0	0
apFAB129--apFAB864	2864	750	887	714	228	224	0	0	2	0	59	0	0
apFAB109--salis-1-1	2863	703	1045	260	331	355	132	1	36	0	0	0	0
apFAB322--salis-1-21	2861	534	1002	706	305	28	41	175	15	52	2	0	1
apFAB32--Anderson_RBS	2860	0	1	1	0	1	0	76	973	1773	35	0	0
apFAB124--apFAB922	2860	573	1008	908	221	36	0	71	0	0	43	0	0
apFAB45--apFAB857	2860	0	0	0	1	0	0	1	1	0	656	1633	568
apFAB48--apFAB854	2859	0	1	1	0	95	0	1	313	1305	771	371	1
apFAB33--salis-4-2	2858	4	0	0	0	1	0	3	0	25	114	2098	613
apFAB39--BBa_J61132	2858	2	0	0	0	1	0	0	1	1	114	1119	1620
apFAB61--BBa_J61101	2857	2	1	1	0	6	80	840	1599	328	0	0	0
apFAB114--apFAB904	2857	672	898	837	219	0	108	0	19	0	104	0	0
apFAB65--Anderson_RBS	2856	0	0	0	0	0	0	1	0	0	10	442	2403
apFAB104--apFAB873	2855	678	1140	392	458	185	0	1	0	0	0	1	0
apFAB129--apFAB868	2853	510	1075	879	192	148	38	0	11	0	0	0	0
apFAB75--apFAB884	2853	0	0	0	0	0	0	0	0	2	2	0	2849
apFAB40--BBa_J61120	2852	0	0	0	0	0	0	32	184	1568	932	136	0
galP1--BBa_J61131	2852	730	829	581	529	136	0	0	0	0	47	0	0
BBa_J23109--BBa_J61104	2852	519	1157	501	463	119	39	18	0	0	35	0	1
BBa_J23106--BBa_J61128	2851	442	1140	602	350	208	52	56	0	0	0	1	0
apFAB149--apFAB857	2849	677	709	597	451	154	59	63	17	80	41	0	1
apFAB32--apFAB964	2849	37	239	638	618	999	148	69	9	85	7	0	0
apFAB82--salis-4-10	2849	443	765	890	328	228	22	64	15	0	0	94	0
apFAB89--BBa_J61115	2849	0	0	0	0	0	9	54	1085	1428	273	0	0
apFAB149--apFAB866	2848	619	1191	396	329	68	55	18	0	1	171	0	0
apFAB321--Plotkin_RBS	2847	0	0	0	0	0	0	1	0	14	54	614	2164
apFAB29--apFAB854	2846	0	0	0	0	1	0	0	0	902	1480	463	0
BBa_J23117--apFAB862	2845	759	862	529	371	208	39	51	0	0	26	0	0
apFAB29--apFAB867	2844	0	0	1	0	0	0	10	9	1089	1258	379	98
apFAB92--apFAB890	2843	6	1	1	0	2	0	301	1617	805	105	0	5
apFAB29--apFAB868	2842	1	54	0	0	0	16	271	1743	653	104	0	0
apFAB66--apFAB873	2842	0	0	0	1	73	1312	980	297	176	1	0	2
apFAB36--apFAB918	2842	0	1	1	0	0	0	0	109	1794	627	309	1
apFAB45--apFAB892	2841	0	0	1	1	0	0	0	58	1406	1374	0	1
pLlacO1--Anderson_RBS	2840	1	1	0	0	3	0	8	19	1134	1386	288	0
apFAB345--salis-4-7	2840	12	0	0	0	0	0	0	0	3	13	791	2021
apFAB130--apFAB868	2840	548	1252	518	368	92	32	0	30	0	0	0	0
apFAB114--apFAB854	2840	844	890	856	120	92	13	0	0	0	25	0	0
apFAB48--apFAB844	2839	1	0	0	0	9	159	281	1087	1085	217	0	0
apFAB39--BBa_J61130	2839	4	1	3	1	10	425	1436	717	241	1	0	0
apFAB87--GSGV_RBS	2838	170	749	652	367	661	72	105	37	0	25	0	0
BBa_J23100--salis-1-1	2838	6	0	0	0	0	13	27	2	0	9	449	2332
apFAB61--BBa_J61128	2838	83	387	608	639	893	150	72	0	4	0	0	2
apFAB54--apFAB883	2838	0	109	0	1	0	0	0	1	1	0	426	2300
apFAB46--DeadRBS	2838	691	1157	717	126	0	0	51	64	0	32	0	0
apFAB56--apFAB889	2837	0	0	1	0	0	0	0	0	0	1	429	2406
apFAB345--salis-4-10	2837	1	0	0	0	0	0	0	0	0	17	218	2601
BBa_J23106--apFAB914	2835	457	1369	449	345	44	33	68	1	0	44	25	0
apFAB101--apFAB844	2835	0	27	77	0	0	0	2	1	390	1652	571	115
BBa_J23100--GSGV_RBS	2834	0	0	0	0	87	497	1459	612	126	0	53	0
BBa_J23115--salis-3-11	2834	559	1256	415	295	148	0	21	0	2	28	110	0
apFAB149--apFAB821	2832	702	830	786	273	78	0	23	0	20	120	0	0
apFAB53--apFAB861	2832	1	0	0	0	0	0	1	1	58	91	1952	728
apFAB149--apFAB964	2832	667	1188	637	245	48	0	46	0	0	1	0	0
apFAB98--salis-1-3	2831	1	0	0	0	33	677	1381	718	19	0	1	1
pTrc*--apFAB892	2830	0	0	0	1	1	2	0	1	1	127	1839	858
lacUV5--salis-3-3	2829	0	53	0	0	0	0	0	0	138	593	1810	235
apFAB134--apFAB964	2829	536	1186	592	349	64	19	82	0	0	1	0	0
apFAB98--apFAB867	2829	469	1236	469	387	161	47	33	0	0	27	0	0
apFAB150--apFAB867	2826	17	24	0	31	408	1018	1009	301	18	0	0	0
apFAB134--apFAB868	2826	716	847	569	222	239	7	87	0	0	138	0	1
apFAB104--BBa_J61106	2826	0	0	13	32	977	1296	324	179	0	5	0	0
apFAB134--apFAB903	2826	760	979	398	353	89	53	147	32	0	15	0	0
apFAB85--BBa_J61129	2825	3	1	0	0	0	0	170	1482	1166	1	0	2
apFAB130--BBa_J61111	2824	123	341	683	598	885	161	33	0	0	0	0	0
apFAB345--B0032_RBS	2824	0	0	0	0	0	0	0	39	1399	1124	262	0
apFAB98--apFAB909	2824	10	2	0	7	26	327	1079	1217	104	51	1	0
apFAB130--BBa_J61128	2823	524	985	723	487	46	13	0	13	0	32	0	0
BBa_J23108--BBa_J61111	2822	837	1295	284	226	94	10	19	0	6	51	0	0
apFAB30--salis-2-4	2821	10	74	0	1	0	0	0	1	31	778	1443	483
apFAB80--apFAB869	2820	18	0	1	0	1	2	81	1423	1194	91	8	1
apFAB124--salis-1-5	2820	741	1111	403	251	237	15	30	0	0	32	0	0
apFAB149--BBa_J61127	2819	614	1015	467	307	297	0	119	0	0	0	0	0
galP1--apFAB862	2819	4	143	104	355	1433	617	118	0	2	43	0	0
apFAB150--B0030_RBS	2817	0	0	0	0	1	0	0	0	2	21	31	2762
apFAB29--salis-4-10	2816	6	0	0	37	0	0	0	55	1007	1539	172	0
apFAB100--apFAB901	2815	0	0	0	0	0	0	0	1	58	422	1911	423
apFAB114--apFAB927	2814	694	626	743	248	131	1	184	1	0	186	0	0
apFAB36--apFAB869	2814	3	31	1	21	69	1	45	574	1511	557	1	0
apFAB134--BBa_J61106	2814	691	700	710	272	37	72	96	0	49	185	1	1
apFAB77--apFAB848	2814	15	5	0	0	0	0	0	0	5	0	0	2789
apFAB109--salis-4-4	2813	650	725	692	322	150	32	92	0	17	133	0	0
apFAB81--apFAB890	2812	0	0	0	0	0	114	0	2	38	865	1674	119
apFAB347--BBa_J61133	2812	504	1090	412	355	161	4	133	1	94	58	0	0
apFAB93--BBa_J61115	2811	9	76	454	680	1209	342	26	2	0	12	1	0
apFAB65--apFAB873	2811	0	24	0	0	267	1218	963	266	72	1	0	0
BBa_J23114--apFAB873	2811	851	1224	401	154	31	6	24	0	0	120	0	0
apFAB300--apFAB922	2810	794	954	657	167	92	13	50	16	0	67	0	0
pTrc*--apFAB873	2810	0	16	64	0	29	454	1444	599	202	1	1	0
apFAB139--apFAB884	2810	579	1302	234	407	107	14	110	11	0	46	0	0
BBa_J23119--apFAB831	2810	6	0	0	0	0	0	0	0	0	0	374	2430
lacUV5--apFAB954	2810	444	694	896	384	221	28	47	0	95	0	1	0
apFAB149--salis-1-21	2809	583	945	624	284	310	0	63	0	0	0	0	0
apFAB82--apFAB834	2808	1	1	0	0	0	0	0	1	686	1155	963	1
apFAB140--apFAB833	2808	0	0	0	0	0	0	0	0	0	66	1706	1036
apFAB53--apFAB820	2808	1	0	0	0	0	19	18	21	0	327	1848	574
apFAB45--GSG_RBS	2807	4	0	0	0	2	0	0	27	604	1113	1057	0
apFAB97--DeadRBS	2805	798	946	375	179	87	0	97	0	21	92	210	0
apFAB82--salis-3-3	2805	434	1069	649	380	168	34	27	1	0	42	0	1
BBa_J23105--salis-4-4	2804	68	458	717	392	871	165	101	0	6	25	0	1
apFAB124--salis-4-7	2804	814	808	688	76	281	0	28	0	0	109	0	0
apFAB38--salis-2-3	2804	0	0	27	6	1	343	1145	865	328	0	88	1
apFAB57--apFAB861	2803	0	0	0	0	0	0	2	484	1823	494	0	0
apFAB149--apFAB954	2801	625	1215	349	345	46	90	0	27	0	104	0	0
apFAB48--salis-4-4	2801	0	0	0	0	0	0	1	5	3	261	2078	453
pLlacO1--BBa_J61131	2799	65	618	446	831	582	166	54	10	0	0	27	0
apFAB149--BBa_J61110	2799	520	1380	338	271	249	0	0	0	0	41	0	0
BBa_J23104--Plotkin_RBS	2799	0	1	0	0	1	0	1	14	7	60	872	1843
BBa_J23100--salis-3-3	2799	0	24	16	0	0	0	0	1	0	10	526	2222
apFAB80--apFAB865	2798	1	0	0	0	0	49	452	1330	933	33	0	0
apFAB66--BBa_J61115	2798	0	1	0	0	0	79	39	1040	1157	482	0	0
apFAB96--apFAB927	2797	1	0	0	0	0	0	12	0	360	1444	844	136
apFAB63--apFAB831	2796	0	1	0	0	0	0	0	0	35	1018	1742	0
apFAB87--apFAB873	2795	503	918	637	438	135	0	1	32	86	45	0	0
apFAB32--apFAB895	2795	0	0	0	0	0	10	162	1442	1000	162	2	17
apFAB39--BBa_J61115	2794	0	0	0	12	9	2	7	773	1328	628	35	0
BBa_J23117--apFAB842	2793	459	545	737	342	526	43	0	0	1	140	0	0
apFAB347--apFAB904	2793	1	1	0	25	1	0	0	0	0	12	1	2752
lacUV5--apFAB889	2793	0	1	5	30	0	0	0	13	501	1221	1022	0
apFAB82--apFAB856	2792	1	1	1	3	1	229	975	1179	282	64	0	56
apFAB96--BBa_J61119	2792	9	79	0	0	1	0	0	35	930	1479	259	0
apFAB29--apFAB883	2792	21	0	19	0	0	145	1230	1062	234	80	0	1
apFAB48--apFAB892	2792	1	2	0	4	5	116	291	1703	588	82	0	0
apFAB134--apFAB871	2791	665	907	461	346	364	0	48	0	0	0	0	0
apFAB42--salis-3-11	2791	11	0	10	0	422	892	1065	293	97	1	0	0
apFAB149--apFAB854	2791	670	838	513	261	176	0	82	0	87	164	0	0
apFAB79--apFAB918	2789	0	0	0	0	0	0	0	5	627	1415	742	0
apFAB87--BBa_J61113	2789	9	0	0	37	116	1174	1135	317	1	0	0	0
apFAB302--salis-1-5	2788	0	0	0	0	0	0	0	15	29	147	1897	700
galP1--apFAB848	2788	1	67	0	6	43	116	1103	916	352	184	0	0
apFAB98--apFAB892	2787	89	449	732	892	436	167	6	16	0	0	0	0
apFAB85--BBa_J61112	2785	17	0	0	0	1	63	53	879	1243	405	124	0
PLTETo1--BBa_J61120	2785	0	25	0	1	168	960	1307	227	96	0	0	1
apFAB103--apFAB903	2783	118	666	801	683	442	46	27	0	0	0	0	0
apFAB64--salis-1-5	2781	7	0	0	0	1	0	0	1	1	0	310	2461
apFAB347--BBa_J61120	2781	11	0	0	4	17	322	1013	1163	169	82	0	0
galP1--apFAB876	2780	11	17	0	87	409	1335	812	107	0	1	1	0
lacUV5--BBa_J61100	2780	0	43	3	2	62	169	1043	1070	149	91	148	0
apFAB149--BBa_J61104	2780	607	1149	354	179	294	68	61	43	0	24	1	0
apFAB98--apFAB916	2779	2	0	1	0	44	12	69	1427	904	320	0	0
BBa_J23103--salis-4-10	2779	702	777	566	256	234	66	61	18	0	99	0	0
apFAB32--salis-4-10	2779	0	0	0	0	1	0	0	0	0	1	164	2613
apFAB29--apFAB866	2778	0	0	0	0	161	1040	1169	241	119	48	0	0
apFAB30--apFAB912	2778	0	2	0	17	46	0	0	0	3	6	368	2336
apFAB33--apFAB892	2778	10	1	0	0	0	110	862	1474	320	0	0	1
apFAB134--Plotkin_RBS	2777	391	1054	716	463	124	1	0	28	0	0	0	0
apFAB115--salis-1-1	2777	3	0	0	1	0	1	1	0	0	15	273	2483
apFAB77--apFAB851	2776	0	0	0	0	0	0	0	0	0	3	47	2726
BBa_J23115--BBa_J61101	2776	796	1187	454	164	1	112	46	0	0	16	0	0
apFAB29--BBa_J61133	2774	61	444	847	592	621	167	0	8	0	34	0	0
apFAB36--apFAB864	2773	0	0	0	0	28	285	801	1371	186	2	48	52
apFAB259--BBa_J61101	2773	683	1033	601	248	154	0	18	0	0	36	0	0
apFAB68--BBa_J61139	2772	1	2	0	0	0	33	509	1632	566	28	1	0
apFAB341--BBa_J61118	2771	0	0	0	0	0	63	566	1504	637	1	0	0
apFAB129--apFAB842	2771	2	1	0	0	23	221	1279	1059	105	80	0	1
apFAB64--BBa_J61128	2771	875	827	478	296	142	49	44	0	0	60	0	0
apFAB42--apFAB914	2770	12	1	0	1	0	15	0	373	2098	269	1	0
apFAB82--apFAB873	2769	157	515	997	462	457	64	105	10	0	1	1	0
apFAB149--apFAB916	2768	620	941	311	428	317	0	60	0	2	88	0	1
lacUV5--apFAB864	2768	474	1165	496	191	331	0	0	0	0	111	0	0
apFAB317--apFAB871	2768	523	1017	528	373	147	47	13	14	69	37	0	0
apFAB101--apFAB843	2768	1	0	0	1	1	4	47	1234	1186	293	1	0
apFAB94--BBa_J61112	2767	3	1	0	0	3	94	866	1506	86	168	40	0
apFAB150--BBa_J61139	2767	29	180	548	450	1116	277	105	36	25	0	0	1
apFAB134--apFAB922	2766	526	1197	373	315	252	32	14	20	0	36	0	1
apFAB346--salis-1-1	2765	0	0	0	0	1	0	0	1	0	19	1212	1532
apFAB140--apFAB868	2764	1	0	0	1	68	1026	1216	250	202	0	0	0
apFAB97--apFAB892	2764	0	71	0	7	2	0	1	3	452	1350	668	210
J23101--BBa_J61111	2763	8	1	1	0	160	1141	1161	261	28	1	0	1
apFAB81--DeadRBS	2762	865	622	518	417	106	110	43	51	0	30	0	0
apFAB149--BBa_J61100	2762	528	973	759	244	183	33	30	0	2	10	0	0
apFAB49--BBa_J61106	2762	3	27	3	0	23	181	662	1338	524	1	0	0
pTrc*--salis-3-11	2761	103	822	786	315	468	0	0	0	0	49	218	0
apFAB134--apFAB844	2761	635	1190	338	333	220	0	0	0	1	44	0	0
BBa_J23119--salis-2-4	2761	1	1	0	0	1	0	0	0	1	14	1389	1354
apFAB40--GSGV_RBS	2760	0	75	0	0	0	68	415	1079	1039	84	0	0
apFAB103--BBa_J61137	2760	10	61	360	405	1624	150	59	0	53	37	0	1
apFAB32--BBa_J61120	2759	0	0	0	2	3	439	1500	568	203	43	0	1
apFAB32--apFAB869	2759	0	0	5	0	94	458	1471	668	62	1	0	0
apFAB89--salis-1-1	2759	0	0	0	0	0	0	1	9	342	1540	867	0
apFAB33--apFAB839	2759	1	0	0	0	2	0	0	2	42	32	1917	763
apFAB66--apFAB876	2758	6	0	1	0	0	1	0	0	1	14	1	2734
BBa_J23107--BBa_J61124	2758	541	693	687	397	62	53	40	1	76	72	136	0
apFAB30--apFAB843	2758	51	218	451	709	988	192	95	1	23	30	0	0
apFAB150--BBa_J61126	2757	0	0	57	75	765	1052	688	78	41	0	1	0
BBa_J23114--BBa_J61111	2757	595	1276	505	229	65	0	18	20	0	49	0	0
apFAB306--BBa_J61130	2756	353	1074	703	441	162	10	0	0	13	0	0	0
apFAB61--BBa_J61139	2756	0	0	0	0	0	1	90	796	1547	318	0	4
apFAB140--BBa_J61125	2755	17	0	43	0	67	255	1183	988	202	0	0	0
apFAB124--apFAB923	2754	569	959	716	249	78	41	12	0	0	63	67	0
apFAB30--apFAB867	2754	1	2	1	0	11	195	514	1296	674	57	3	0
apFAB42--apFAB854	2753	9	2	24	0	44	0	0	0	1	14	1579	1080
apFAB323--apFAB837	2753	0	0	0	0	0	0	0	1	0	0	0	2752
PLTETo1--BBa_J61131	2753	40	191	560	440	1290	111	81	0	40	0	0	0
apFAB49--salis-4-10	2753	0	0	1	84	0	95	942	1276	176	179	0	0
lacUV5--apFAB964	2753	448	1096	671	281	179	0	0	17	0	61	0	0
apFAB347--BBa_J61107	2752	0	1	0	0	29	420	1587	652	63	0	0	0
apFAB98--apFAB864	2752	790	748	481	360	151	0	91	0	131	0	0	0
apFAB67--apFAB873	2750	1	59	1	41	152	669	1493	325	8	1	0	0
apFAB97--apFAB851	2750	3	0	0	0	0	5	1	0	188	1463	750	340
apFAB46--apFAB871	2750	11	1	149	25	1567	552	352	25	67	0	0	1
apFAB134--BBa_J61120	2750	517	1150	634	272	90	42	31	0	0	14	0	0
galP1--apFAB916	2748	0	0	8	7	5	49	631	1484	528	35	1	0
apFAB97--salis-4-4	2748	0	0	0	0	0	0	0	2	0	11	1092	1643
apFAB52--apFAB964	2748	2	1	1	0	2	251	1169	1104	118	0	99	1
apFAB139--apFAB851	2746	356	996	491	301	454	115	0	0	0	33	0	0
apFAB101--apFAB918	2745	0	0	0	0	0	0	40	0	0	803	1555	347
apFAB92--apFAB916	2745	2	0	0	0	0	0	1	1	16	54	1889	782
apFAB109--apFAB873	2744	886	1316	188	111	95	26	116	6	0	0	0	0
BBa_J23117--apFAB918	2743	775	911	479	235	228	54	60	0	0	1	0	0
apFAB130--salis-1-1	2742	1	0	3	0	0	0	12	89	1149	982	196	310
apFAB52--BBa_J61112	2742	10	1	1	0	0	0	15	0	946	1108	660	1
apFAB38--salis-1-1	2742	0	1	0	0	0	0	0	3	50	740	1356	592
apFAB94--apFAB826	2741	16	0	0	1	0	0	0	0	349	480	1656	239
apFAB38--BBa_J61101	2741	465	1092	528	236	180	65	142	32	0	1	0	0
apFAB96--BBa_J61130	2741	0	0	0	0	0	25	130	1291	1119	111	65	0
apFAB93--BBa_J61110	2740	1	0	1	0	0	0	0	115	1907	498	218	0
apFAB65--BBa_J61104	2740	0	0	0	0	1	0	0	1	1	40	1654	1043
pLlacO1--apFAB922	2740	0	24	109	175	1109	951	199	58	0	9	106	0
apFAB98--salis-3-3	2740	3	1	0	0	17	867	1353	414	85	0	0	0
apFAB134--salis-3-11	2740	758	936	509	190	67	15	25	0	1	82	157	0
apFAB36--apFAB964	2739	1	2	0	0	78	887	1388	368	0	0	15	0
apFAB75--salis-4-7	2738	0	0	0	0	0	0	0	0	0	0	298	2440
apFAB29--Anderson_RBS	2738	23	39	86	118	1376	621	315	42	118	0	0	0
apFAB134--apFAB851	2738	469	939	676	271	323	1	38	0	1	20	0	0
apFAB150--salis-1-10	2738	0	1	0	0	2	0	1	15	0	127	1164	1428
apFAB149--BBa_J61109	2738	590	782	584	409	260	41	71	0	1	0	0	0
apFAB92--apFAB832	2738	1	1	0	0	0	0	3	9	94	1065	1564	1
apFAB53--BBa_J61103	2737	16	0	28	0	0	330	891	1213	256	2	1	0
apFAB54--apFAB865	2737	0	0	1	0	1	17	23	0	0	0	206	2489
apFAB97--apFAB873	2734	18	0	82	0	1273	1024	189	34	8	1	105	0
apFAB93--BBa_J61127	2733	0	14	2	25	0	0	1	1	203	426	1881	180
apFAB345--apFAB889	2732	1	1	0	0	0	0	0	0	0	0	11	2719
apFAB33--BBa_J61106	2732	0	0	10	0	2	4	0	33	326	888	1257	212
apFAB42--apFAB843	2732	3	0	0	22	25	45	732	1672	100	96	0	37
BBa_J23105--BBa_J61131	2732	914	908	521	171	48	17	56	17	0	80	0	0
pLlacO1--BBa_J61132	2731	6	1	0	0	0	1	5	12	273	1093	1209	131
apFAB32--apFAB918	2731	5	0	0	0	0	0	0	0	575	1342	809	0
apFAB103--apFAB890	2731	7	1	212	432	1173	685	185	0	34	1	0	1
apFAB32--BBa_J61128	2730	174	604	817	357	660	52	48	0	0	16	1	1
apFAB85--BBa_J61136	2730	276	915	537	483	302	16	47	20	0	134	0	0
apFAB31--apFAB865	2730	0	0	0	1	1	0	0	0	0	222	1795	711
apFAB45--apFAB873	2730	11	0	28	23	1460	687	299	146	32	16	0	28
apFAB347--Alon_RBS	2730	0	1	0	0	1	0	0	0	0	1	0	2727
lacUV5--apFAB922	2730	300	559	779	636	349	9	0	0	0	98	0	0
apFAB100--apFAB867	2729	45	0	0	18	1	0	38	730	1457	440	0	0
apFAB44--BBa_J61110	2729	15	1	0	0	94	299	1077	891	233	113	0	6
BBa_J23118--BBa_J61126	2729	465	936	626	333	299	1	30	0	0	39	0	0
apFAB81--apFAB869	2727	0	0	0	0	0	0	2	19	570	1208	928	0
apFAB52--apFAB903	2727	5	2	0	33	0	0	0	0	38	801	1739	109
apFAB31--BBa_J61120	2725	8	7	13	35	1228	934	464	0	36	0	0	0
BBa_J23106--BBa_J61139	2725	593	1007	358	225	223	65	167	11	0	76	0	0
apFAB52--BBa_J61124	2723	0	0	1	0	131	189	891	1106	365	38	1	1
apFAB80--BBa_J61103	2723	14	1	1	1	1	7	180	1540	760	209	0	9
BBa_J23117--BBa_J61118	2723	799	726	575	126	165	34	55	0	60	183	0	0
apFAB109--apFAB827	2722	773	908	537	287	116	1	0	0	100	0	0	0
apFAB64--salis-3-3	2722	0	0	1	0	0	0	0	5	0	51	120	2545
apFAB346--salis-3-3	2721	2	1	0	0	0	0	0	0	11	11	62	2634
BBa_J23115--apFAB873	2721	890	1030	404	189	26	19	109	0	53	1	0	0
BBa_J23104--apFAB916	2721	1	1	1	0	0	0	2	1	5	9	1272	1429
apFAB81--BBa_J61110	2719	542	643	578	447	299	17	131	19	0	43	0	0
BBa_J23103--apFAB964	2717	671	618	409	371	394	39	103	0	0	112	0	0
apFAB89--apFAB892	2717	0	1	0	0	12	162	795	1389	257	100	1	0
apFAB339--B0032_RBS	2717	13	0	15	57	821	1214	536	16	19	0	14	12
apFAB40--BBa_J61126	2716	0	0	0	1	0	0	0	1174	1291	223	27	0
apFAB38--apFAB851	2716	13	139	223	568	990	567	124	92	0	0	0	0
apFAB85--apFAB861	2715	0	1	1	0	1	0	4	187	1484	921	116	0
apFAB104--BBa_J61133	2714	735	794	370	524	210	31	23	0	0	26	0	1
apFAB79--BBa_J61106	2714	113	684	777	474	568	59	39	0	0	0	0	0
galP1--apFAB910	2713	18	154	145	418	1320	493	164	0	0	1	0	0
apFAB322--Plotkin_RBS	2713	1	0	0	0	0	0	0	0	0	0	88	2624
apFAB140--BBa_J61118	2712	0	0	0	1	0	8	70	949	1284	265	134	1
apFAB96--apFAB873	2712	0	0	1	0	332	1461	794	124	0	0	0	0
apFAB150--salis-3-3	2712	0	0	0	0	0	0	2	22	39	125	1590	934
apFAB61--GSGV_RBS	2710	0	0	0	1	0	0	66	498	1320	825	0	0
apFAB29--apFAB865	2708	0	1	0	1	384	1149	1069	104	0	0	0	0
apFAB85--apFAB894	2708	0	0	0	20	0	1	0	0	22	690	1285	690
apFAB52--salis-3-11	2708	0	2	18	0	0	0	0	111	1365	1134	78	0
apFAB38--apFAB909	2708	0	0	0	0	57	786	1063	677	77	1	47	0
apFAB38--apFAB923	2707	0	37	3	1	1	2	159	957	1250	297	0	0
apFAB62--BBa_J61106	2707	0	53	0	1	0	0	0	0	0	0	0	2653
apFAB87--apFAB860	2707	0	1	5	11	606	1076	783	224	1	0	0	0
apFAB139--apFAB889	2706	388	1087	643	333	182	20	52	0	0	1	0	0
galP1--salis-4-4	2706	0	75	219	294	1537	521	60	0	0	0	0	0
apFAB79--apFAB922	2704	0	0	0	0	58	399	1458	752	0	1	0	36
BBa_J23119--apFAB901	2704	0	27	0	0	0	1	1	0	1	0	203	2471
apFAB48--GSGV_RBS	2703	0	0	0	17	0	442	1132	947	138	26	1	0
apFAB341--GSGV_RBS	2702	0	0	0	0	0	0	36	661	1200	620	62	123
BBa_J23119--apFAB861	2702	0	0	0	0	0	0	2	14	37	352	1770	527
apFAB322--BBa_J61106	2701	0	0	1	0	1	225	880	1347	146	63	0	38
apFAB341--BBa_J61112	2700	0	10	0	0	0	1	0	0	16	78	1721	874
apFAB50--apFAB856	2700	2	0	0	0	1	0	0	0	58	1005	1608	26
apFAB54--BBa_J61132	2699	0	1	0	0	0	0	0	1	1	0	355	2341
apFAB44--salis-4-7	2699	11	8	0	25	59	2	6	1	2	384	1561	640
apFAB46--apFAB864	2698	0	0	0	1	1	0	17	378	1702	598	1	0
apFAB44--BBa_J61104	2697	7	108	0	15	2	1	13	804	1552	194	0	1
apFAB94--BBa_J61137	2697	0	0	0	0	1	0	52	562	1895	187	0	0
pLlacO1--DeadRBS	2697	589	1186	400	227	109	2	78	54	0	51	1	0
BBa_J23107--BBa_J61133	2696	569	1152	473	290	163	8	8	11	0	21	0	1
apFAB139--BBa_J61128	2696	625	904	577	320	156	54	1	37	19	2	1	0
apFAB345--apFAB837	2696	1	0	0	0	0	0	0	0	1	1	0	2693
BBa_J23102--salis-1-1	2694	5	0	0	1	1	1	0	8	10	74	1544	1050
BBa_J23107--salis-4-2	2694	1	0	0	0	0	0	1	11	117	188	2099	277
apFAB96--apFAB867	2693	1	29	0	1	0	0	0	50	1316	859	437	0
apFAB98--apFAB890	2691	649	1109	585	152	126	31	24	0	0	15	0	0
apFAB30--BBa_J61137	2691	6	0	0	11	2	21	252	999	1106	225	69	0
apFAB48--apFAB857	2691	1	1	0	0	0	1	6	0	7	129	1078	1468
apFAB134--apFAB910	2690	647	736	764	385	97	0	0	11	0	50	0	0
pLlacO1--BBa_J61127	2690	1	1	6	0	0	396	852	1049	385	0	0	0
apFAB300--apFAB873	2690	759	963	285	410	63	88	86	36	0	0	0	0
apFAB94--BBa_J61130	2689	0	2	29	0	268	1431	927	22	9	1	0	0
apFAB149--BBa_J61126	2689	866	778	672	158	58	24	69	0	32	32	0	0
apFAB114--apFAB876	2689	701	869	682	245	94	1	6	30	0	61	0	0
apFAB33--apFAB964	2688	94	404	621	576	849	79	0	12	0	53	0	0
apFAB30--BBa_J61131	2688	5	2	40	114	1020	987	416	98	0	5	1	0
apFAB130--apFAB845	2687	93	384	375	455	1030	234	84	0	0	32	0	0
BBa_J23117--apFAB890	2687	540	1185	438	153	183	31	49	26	0	82	0	0
apFAB82--BBa_J61103	2687	53	199	626	586	1082	74	51	0	0	16	0	0
