Name	Total	Bin 1	Bin 2	Bin 3	Bin 4	Bin 5	Bin 6	Bin 7	Bin 8	Bin 9	Bin 10	Bin 11	Bin 12
apFAB323--BBa_J61130	6643	55	295	1127	1201	3084	833	28	12	7	1	0	0
BBa_J23113--apFAB901	6642	2	3	48	21	626	2697	2418	637	84	105	0	1
apFAB302--salis-1-1	6641	2	0	0	0	1	0	9	30	11	290	3604	2694
apFAB338--salis-1-3	6637	1	0	0	1	0	3	0	1	398	2258	3387	588
apFAB76--apFAB854	6637	6	93	0	0	52	55	323	3360	2205	320	222	1
apFAB129--apFAB889	6636	5	0	1	2	88	1934	3239	1062	113	1	0	191
apFAB78--BBa_J61100	6635	27	1	1	0	1	0	0	1	2	81	3748	2773
lacUV5--apFAB833	6633	20	0	0	0	2	1	0	12	109	1434	4301	754
apFAB321--BBa_J61113	6633	13	0	118	128	70	716	2533	2212	784	2	57	0
BBa_J23116--apFAB862	6633	866	1795	1761	972	828	142	161	17	54	36	0	1
apFAB64--apFAB864	6629	45	283	478	587	3668	835	592	0	141	0	0	0
apFAB339--apFAB820	6627	17	0	0	2	7	52	80	664	4406	973	423	3
apFAB75--BBa_J61112	6627	14	0	0	0	0	9	107	1342	3185	1795	175	0
apFAB44--BBa_J61132	6626	0	0	0	0	0	0	1	40	171	1583	4374	457
apFAB57--apFAB890	6625	104	688	1761	1756	1976	315	20	2	2	0	0	1
apFAB125--apFAB873	6624	273	1455	2152	1430	1029	100	58	52	38	36	1	0
apFAB300--BBa_J61125	6623	1225	2248	1414	768	633	38	155	112	29	1	0	0
BBa_J23109--apFAB862	6622	157	896	1455	1281	1961	567	174	68	1	7	55	0
BBa_J23116--apFAB912	6621	961	2403	1499	773	637	28	135	49	33	102	1	0
apFAB64--apFAB923	6620	0	2	0	1	0	0	6	12	40	308	4388	1863
apFAB321--apFAB922	6619	41	476	490	597	3802	1008	98	83	24	0	0	0
apFAB104--Bujard_RBS	6618	2	2	0	0	0	49	0	42	111	932	4075	1405
apFAB97--apFAB843	6617	21	64	33	46	1947	2877	1337	158	88	1	43	2
apFAB55--apFAB910	6617	12	2	6	1	7	2	5	1788	3890	706	182	16
apFAB64--apFAB826	6616	21	20	1	0	125	2	120	1607	3889	830	1	0
apFAB342--apFAB927	6615	25	97	170	213	3305	1643	1083	1	74	1	1	2
apFAB312--apFAB868	6615	1137	2350	1291	900	411	159	121	22	0	223	1	0
apFAB66--BBa_J61110	6614	0	0	0	0	0	0	49	30	1843	3454	1237	1
apFAB55--apFAB922	6614	95	623	697	1257	2857	728	351	4	2	0	0	0
BBa_J23109--apFAB832	6613	17	34	43	95	2610	2582	980	183	68	0	0	1
apFAB124--apFAB851	6612	1155	2475	1357	578	740	132	143	0	0	32	0	0
BBa_J23109--apFAB927	6611	327	1807	1648	1232	1345	122	72	1	0	57	0	0
apFAB114--BBa_J61112	6610	1370	2285	1198	854	418	265	103	55	33	29	0	0
apFAB277--salis-1-1	6609	2	59	1	2	0	26	321	2180	3478	263	277	0
apFAB45--apFAB872	6608	4	1	27	0	1	0	45	735	4018	1272	505	0
BBa_J23108--apFAB856	6608	749	2023	1766	1227	681	50	1	53	0	58	0	0
apFAB323--apFAB860	6607	1	1	0	2	1	0	0	15	1065	3612	1297	613
apFAB62--BBa_J61113	6606	5	31	0	2	1	22	893	3455	1895	297	5	0
apFAB322--apFAB964	6606	610	1755	1782	1224	1040	80	59	21	1	33	0	1
apFAB30--BBa_J61124	6605	94	337	626	923	3419	747	249	110	1	23	76	0
apFAB67--apFAB895	6603	2	0	1	0	2	1	36	840	4005	1481	152	83
apFAB345--BBa_J61126	6600	3	17	142	129	2016	2540	1548	150	53	2	0	0
BBa_J23103--apFAB832	6600	1333	2552	1687	521	262	59	87	33	0	65	0	1
BBa_J23107--apFAB854	6599	50	71	288	1047	3791	877	426	16	0	32	0	1
apFAB77--apFAB922	6597	9	1	56	99	1719	2647	1673	130	128	4	131	0
apFAB302--salis-4-10	6597	6	2	33	0	13	2	126	1835	3231	1349	0	0
BBa_J23116--salis-2-4	6595	482	1316	2399	1252	923	112	20	56	0	34	1	0
BBa_J23105--apFAB910	6592	67	690	1480	1637	2058	300	174	95	91	0	0	0
BBa_J23104--BBa_J61112	6589	1	2	0	1	11	11	206	2042	3477	838	0	0
apFAB300--apFAB865	6586	1010	2365	1475	792	586	0	113	0	56	189	0	0
apFAB338--apFAB869	6585	840	1823	1718	1385	596	113	44	0	0	66	0	0
BBa_J23109--apFAB901	6584	4	0	97	101	1961	2467	1837	115	1	0	0	1
BBa_J23100--apFAB904	6582	19	0	0	0	2	1	3	0	0	90	529	5938
apFAB306--BBa_J61109	6582	333	1905	2138	1160	441	136	214	7	69	178	1	0
apFAB52--apFAB914	6582	23	113	0	0	1	1	0	155	3814	1939	534	2
apFAB63--BBa_J61107	6579	332	2182	1570	1393	803	106	57	4	110	21	1	0
BBa_J23102--apFAB883	6578	3	0	0	12	80	1419	3523	1461	0	80	0	0
apFAB347--apFAB927	6577	33	67	0	1	49	0	18	1365	3536	1419	89	0
apFAB109--BBa_J61111	6577	1299	2490	1313	599	486	81	78	23	0	208	0	0
apFAB346--apFAB927	6574	0	79	184	357	2783	2147	1013	8	1	1	0	1
apFAB323--apFAB927	6574	13	53	0	22	1	1	1	77	2111	3115	1074	106
apFAB150--apFAB863	6574	4	1	29	15	0	19	28	153	1932	2840	1383	170
apFAB78--apFAB831	6573	1	83	0	1	2	2	0	86	3422	2381	483	112
BBa_J23104--apFAB917	6572	1	0	35	0	0	35	0	8	111	1	2579	3802
BBa_J23108--apFAB842	6572	186	500	1771	1355	1885	653	44	42	1	1	134	0
apFAB150--apFAB909	6572	0	1	1	0	1	5	2	16	1004	2550	2992	0
apFAB65--apFAB820	6572	11	1	0	0	1	0	0	0	1188	3004	2167	200
BBa_J23103--apFAB831	6571	1523	2267	1284	861	319	34	0	36	29	217	0	1
apFAB346--apFAB857	6570	9	1	2	44	176	376	3123	2475	360	1	1	2
BBa_J23103--apFAB871	6569	1567	2497	1271	619	330	52	49	0	81	101	1	1
apFAB346--BBa_J61136	6568	84	1099	1259	997	2749	332	0	1	47	0	0	0
apFAB302--BBa_J61106	6568	12	64	1	0	28	6	247	1689	2966	1438	116	1
apFAB323--apFAB883	6568	0	1	0	1	0	0	0	2	123	807	4619	1015
apFAB115--apFAB826	6566	12	4	2	2	9	82	408	2907	2684	455	1	0
BBa_J23105--BBa_J61106	6565	53	396	1181	1014	2993	672	87	67	102	0	0	0
BBa_J23118--apFAB848	6565	10	38	0	1	0	1	5	569	3566	2137	207	31
BBa_J23102--Plotkin_RBS	6563	0	0	0	0	0	2	6	9	136	1375	4242	793
apFAB277--BBa_J61131	6562	849	2564	1437	758	495	80	158	0	109	111	1	0
apFAB302--apFAB861	6560	12	49	35	22	9	14	193	1782	3212	1102	129	1
apFAB338--Anderson_RBS	6558	0	1	2	31	389	1304	3835	991	2	0	3	0
apFAB61--apFAB872	6558	9	1	0	0	0	3	1	37	1422	3381	1704	0
apFAB78--BBa_J61112	6553	4	0	1	0	1	0	22	1112	3118	2085	209	1
BBa_J23113--salis-3-11	6552	208	1110	1848	1267	1550	416	0	0	15	113	0	25
apFAB338--BBa_J61111	6551	1	48	21	81	2164	2679	1265	208	70	12	1	1
apFAB89--apFAB834	6551	7	1	1	0	1	0	2	67	1931	3158	1383	0
BBa_J23104--BBa_J61130	6551	131	523	1857	1545	2017	363	47	37	0	31	0	0
apFAB300--apFAB831	6550	78	701	983	1371	2965	407	15	0	1	28	1	0
BBa_J23104--apFAB869	6549	10	4	220	456	3378	1723	672	11	1	74	0	0
apFAB300--apFAB839	6548	220	729	1590	1162	2318	486	14	28	0	0	1	0
apFAB58--apFAB831	6547	24	5	25	0	14	545	2649	2387	622	275	1	0
apFAB65--apFAB871	6547	79	431	980	1530	2593	483	273	92	49	36	1	0
apFAB115--BBa_J61129	6547	8	15	46	41	1261	2708	1822	533	0	113	0	0
apFAB76--apFAB865	6546	0	3	0	4	0	0	14	34	3082	2223	857	329
apFAB55--Anderson_RBS	6546	1	0	1	1	1	239	1338	3126	1724	114	0	1
apFAB130--apFAB910	6546	20	49	385	646	2545	1838	814	205	0	43	0	1
apFAB98--GSG_RBS	6546	32	0	185	336	2176	2421	1180	48	165	2	1	0
apFAB341--apFAB869	6545	1	2	0	0	0	1	99	1516	3724	1200	1	1
apFAB82--BBa_J61131	6545	95	1017	1409	1149	2493	275	107	0	0	0	0	0
apFAB321--salis-2-4	6540	3	16	0	24	2	7	0	1	199	1124	4028	1136
BBa_J23115--apFAB903	6539	1425	2496	964	968	148	74	153	62	0	249	0	0
apFAB341--apFAB867	6538	2	0	1	0	0	2	65	989	4081	1274	123	1
apFAB149--B0034_RBS	6538	790	1695	1860	1322	661	188	1	0	0	21	0	0
BBa_J23104--BBa_J61131	6537	202	1766	1371	1193	1542	226	142	4	1	79	11	0
J23101--BBa_J61109	6536	929	2199	1226	985	463	108	152	94	55	151	174	0
apFAB342--apFAB867	6536	236	1482	1436	1524	1469	129	92	0	102	66	0	0
apFAB339--apFAB892	6535	7	1	1	1	36	45	617	3823	1661	288	55	0
galP1--BBa_J61127	6533	87	638	1047	1213	2984	375	140	47	0	1	0	1
apFAB346--BBa_J61131	6532	442	1702	1697	1193	1225	35	0	28	145	65	0	0
apFAB63--apFAB845	6531	7	1	2	0	1	12	8	1419	3676	1187	218	0
apFAB346--BBa_J61106	6531	4	3	2	1	4	50	823	3507	1620	432	85	0
apFAB114--BBa_J61132	6530	1715	2253	845	627	726	105	61	29	0	168	1	0
BBa_J23113--apFAB867	6530	136	906	1596	1332	2306	105	59	64	0	1	25	0
apFAB317--BBa_J61119	6529	14	198	328	693	2871	1944	354	0	126	1	0	0
BBa_J23100--apFAB826	6529	2	0	1	1	3	1	50	79	3307	2222	862	1
apFAB63--apFAB903	6527	2	126	8	61	1439	2592	2081	112	1	102	3	0
apFAB87--BBa_J61108	6527	69	212	752	866	3471	706	401	48	0	0	2	0
apFAB61--BBa_J61134	6527	1	0	0	0	53	505	2492	2893	579	4	0	0
apFAB76--apFAB876	6525	9	0	57	2	0	1	1	2	22	99	2460	3872
BBa_J23113--apFAB861	6521	3	21	16	1	16	41	299	3992	1758	372	1	1
J23101--apFAB923	6520	0	0	2	1	0	0	0	5	126	611	3881	1894
BBa_J23107--apFAB876	6519	7	38	0	3	30	21	137	2083	3366	800	34	0
apFAB130--Alon_RBS	6518	1	1	42	0	10	0	80	354	3721	1765	544	0
apFAB277--apFAB914	6517	652	2558	1800	944	418	63	22	15	44	0	0	1
BBa_J23108--apFAB851	6516	903	2233	1655	1121	457	77	31	19	0	20	0	0
apFAB75--BBa_J61101	6514	188	1152	1618	1732	1469	59	85	21	165	24	1	0
BBa_J23102--Alon_RBS	6513	690	2076	1626	1154	553	18	60	16	70	249	0	1
apFAB62--salis-4-10	6507	0	0	0	0	2	2	0	0	3	150	3301	3049
apFAB125--apFAB827	6507	2	1	0	0	0	2	16	22	1868	3764	832	0
apFAB66--BBa_J61118	6507	20	36	340	570	3188	1731	445	21	155	0	1	0
apFAB342--BBa_J61118	6504	26	88	62	40	787	2079	2462	863	96	0	1	0
J23101--BBa_J61107	6503	349	1488	2169	1340	910	176	42	20	2	7	0	0
apFAB65--apFAB845	6503	14	0	1	26	0	2	1	26	1836	2801	1796	0
BBa_J23114--apFAB831	6502	663	2150	2176	949	425	58	18	0	0	63	0	0
apFAB317--Anderson_RBS	6502	629	2145	1849	933	621	41	116	84	0	81	3	0
apFAB33--apFAB865	6501	0	0	2	0	1	0	9	5	938	2767	2462	317
apFAB63--apFAB826	6500	1	0	1	1	0	49	171	3660	2136	346	134	1
BBa_J23109--apFAB851	6498	2	0	5	0	12	250	1731	3730	587	93	88	0
apFAB312--BBa_J61127	6496	11	42	3	155	1718	2247	1870	450	0	0	0	0
apFAB77--apFAB820	6495	0	0	60	32	1	0	1	4	121	1299	3919	1058
BBa_J23118--apFAB910	6494	8	8	1	98	11	112	1577	3008	1358	311	1	1
apFAB63--Plotkin_RBS	6494	2	48	0	3	1	0	0	5	19	145	3287	2984
apFAB87--apFAB844	6492	145	907	1199	1645	1815	474	185	51	0	71	0	0
apFAB317--apFAB954	6488	40	13	0	73	1678	2669	1714	140	66	46	49	0
apFAB342--salis-1-5	6488	0	45	0	2	80	0	1	3	25	128	3528	2676
apFAB317--BBa_J61131	6486	288	1603	1813	1404	995	165	105	21	1	91	0	0
apFAB259--apFAB842	6483	26	35	70	13	1459	2240	2172	358	75	32	2	1
apFAB64--BBa_J61136	6482	4	1	0	5	138	185	1840	3314	873	122	0	0
BBa_J23102--BBa_J61136	6480	25	102	194	331	2227	2136	1088	165	69	143	0	0
apFAB65--BBa_J61124	6476	1	2	0	3	14	7	208	2451	2760	569	320	141
apFAB67--Alon_RBS	6476	15	148	0	35	552	2643	2741	311	25	6	0	0
BBa_J23102--apFAB904	6476	14	3	0	1	1	1	3	0	12	66	1087	5288
BBa_J23105--apFAB834	6475	1	7	30	46	164	1828	3392	850	156	0	0	1
apFAB58--apFAB917	6475	1	1	2	3	1	0	6	497	3933	1577	454	0
BBa_J23116--apFAB894	6474	771	2261	1458	1001	856	32	0	58	36	0	1	0
apFAB300--BBa_J61120	6473	1104	2299	1679	692	484	98	31	28	40	17	1	0
BBa_J23102--BBa_J61131	6473	660	2035	1860	1002	689	98	128	0	0	0	1	0
BBa_J23118--BBa_J61131	6472	1483	1593	1125	1092	587	38	239	16	0	299	0	0
apFAB322--apFAB834	6472	0	0	1	0	51	0	1	6	6	551	3965	1891
apFAB30--apFAB826	6471	15	1	6	51	6	2	4	245	3049	2277	814	1
BBa_J23116--salis-1-21	6471	61	501	785	1336	2978	556	192	0	48	12	0	2
apFAB104--apFAB839	6471	32	102	0	4	20	29	344	3028	2152	394	128	238
pTrc*--BBa_J61119	6471	17	1	0	11	77	1	0	5	1507	2943	1909	0
apFAB87--BBa_J61131	6466	909	1748	1501	753	1212	88	0	29	0	226	0	0
BBa_J23102--apFAB831	6464	1	0	0	0	0	1	0	8	1361	3348	1496	249
BBa_J23100--apFAB871	6464	430	1780	1988	1393	718	43	0	104	1	5	2	0
apFAB342--BBa_J61124	6464	507	1977	1549	1278	819	115	94	39	84	1	0	1
apFAB115--salis-4-10	6463	0	1	1	0	1	4	20	29	725	2073	3450	159
apFAB49--apFAB876	6463	25	0	2	1	15	70	210	2710	2641	698	91	0
apFAB62--apFAB910	6461	1	0	0	0	1	0	5	2	116	653	3893	1790
apFAB85--apFAB872	6459	1	0	0	0	2	1	77	2426	3238	698	16	0
BBa_J23115--BBa_J61108	6456	1630	2237	1378	355	560	9	62	44	21	160	0	0
apFAB104--salis-1-5	6454	0	62	4	1	0	26	6	87	1927	3572	769	0
apFAB125--BBa_J61128	6453	1	59	50	122	1902	2565	1390	126	116	55	67	0
apFAB322--salis-4-2	6453	1	0	1	3	1	3	9	698	4249	1486	1	1
apFAB67--BBa_J61128	6453	0	2	2	0	1	0	0	464	2256	3023	705	0
apFAB30--apFAB954	6452	1	0	0	2	0	0	0	13	1136	2756	2077	467
apFAB49--B0030_RBS	6452	0	2	0	0	3	3	16	135	1663	2665	1807	158
apFAB345--BBa_J61119	6446	37	88	0	107	434	2219	2897	623	41	0	0	0
apFAB77--apFAB912	6445	0	25	0	3	0	3	4	27	253	1322	4225	583
apFAB339--BBa_J61133	6444	1022	2361	1275	770	817	75	84	30	0	9	0	1
BBa_J23106--apFAB860	6444	60	154	476	1082	3198	855	518	76	20	5	0	0
BBa_J23114--apFAB912	6443	155	1014	1679	1388	1882	140	41	34	0	48	0	62
apFAB58--apFAB922	6442	301	1229	1641	1350	1692	146	0	31	1	51	0	0
apFAB63--apFAB869	6441	77	402	850	889	3275	767	175	1	0	4	0	1
BBa_J23115--apFAB861	6441	413	2245	1484	1002	1069	126	68	4	30	0	0	0
apFAB63--apFAB923	6441	0	62	0	0	0	3	0	18	307	2095	3156	800
BBa_J23103--BBa_J61113	6439	1535	2542	1101	537	374	168	17	6	0	157	2	0
apFAB78--apFAB909	6439	15	5	2	90	1243	2571	2225	250	31	6	0	1
apFAB77--apFAB964	6437	12	1	1	25	688	2508	2573	512	66	23	28	0
apFAB115--apFAB872	6437	4	39	156	1	157	1209	2828	1411	475	152	0	5
apFAB312--BBa_J61130	6436	1061	2506	1459	839	232	0	34	34	19	252	0	0
BBa_J23118--BBa_J61119	6435	1027	1917	1897	947	485	42	120	0	0	0	0	0
apFAB311--Alon_RBS	6434	575	2404	1590	968	343	200	175	22	0	0	1	156
apFAB65--apFAB910	6433	2	2	0	0	0	0	1	2	151	1501	4022	752
apFAB89--apFAB876	6433	0	1	0	22	1	0	25	1400	3406	1465	111	2
apFAB104--apFAB831	6431	0	3	0	1	123	627	2242	2490	923	22	0	0
apFAB339--apFAB863	6431	0	0	1	1	0	2	1	25	2634	2988	771	8
apFAB306--salis-1-1	6429	5	0	0	0	1	0	6	6	42	407	2586	3376
apFAB66--BBa_J61127	6426	17	71	0	0	90	53	0	559	3668	1744	179	45
apFAB125--Plotkin_RBS	6426	0	35	0	2	17	7	1	0	64	827	3919	1554
apFAB114--apFAB869	6425	1523	2285	1425	587	371	41	57	10	1	124	0	1
BBa_J23113--apFAB916	6425	0	0	0	0	0	1	3	9	451	1754	4207	0
apFAB61--BBa_J61124	6421	0	0	1	0	89	2	54	1654	3326	908	382	5
BBa_J23103--BBa_J61131	6421	1710	2259	1205	555	276	160	131	0	0	124	1	0
apFAB322--salis-4-10	6420	0	7	1	2	0	553	2126	2614	970	42	104	1
BBa_J23106--BBa_J61113	6420	3	0	81	328	2829	2051	886	0	180	59	2	1
BBa_J23106--BBa_J61115	6419	27	210	721	867	3513	744	318	19	0	0	0	0
apFAB302--apFAB842	6419	2	1	0	2	11	4	74	116	1863	2535	1799	12
BBa_J23106--apFAB832	6418	47	6	89	127	2280	2331	1384	126	0	28	0	0
apFAB62--apFAB845	6418	22	0	0	0	0	0	0	29	1	525	4500	1341
apFAB38--apFAB903	6416	111	700	1245	1061	2515	478	143	0	123	37	2	1
apFAB109--apFAB904	6416	1430	2243	1287	660	603	53	1	0	0	139	0	0
apFAB78--apFAB826	6414	114	431	642	1293	3016	436	374	56	0	52	0	0
apFAB341--BBa_J61130	6413	16	107	232	315	2599	2213	795	79	3	54	0	0
BBa_J23107--apFAB856	6412	9	2	0	26	305	2713	2469	621	266	1	0	0
apFAB75--Anderson_RBS	6412	0	96	76	0	0	0	25	60	1218	2529	1971	437
apFAB277--salis-1-10	6410	3	0	1	13	30	49	829	2471	2334	665	13	2
apFAB347--BBa_J61108	6409	0	43	0	0	0	24	0	12	325	1665	3169	1171
BBa_J23107--apFAB889	6409	10	0	0	0	1	1	1	13	901	2974	2219	289
apFAB338--BBa_J61104	6408	26	98	603	580	3732	783	386	35	98	65	2	0
apFAB338--BBa_J61101	6407	679	1816	1582	941	670	100	1	0	93	249	0	276
BBa_J23115--apFAB869	6407	1807	2146	1068	465	590	92	88	3	0	148	0	0
apFAB78--apFAB869	6407	211	1289	1367	1541	1730	102	104	44	9	10	0	0
apFAB97--apFAB831	6405	12	0	0	1	0	1	1	22	2128	2342	1606	292
apFAB76--apFAB845	6404	2	2	0	24	95	1150	2613	1932	576	9	1	0
apFAB87--apFAB848	6402	0	1	4	0	0	43	142	2427	2631	1052	102	0
BBa_J23102--apFAB901	6400	6	0	1	0	1	0	0	59	263	1986	3493	591
BBa_J23106--apFAB916	6399	12	20	46	74	3	159	1388	3245	1165	287	0	0
apFAB347--BBa_J61101	6399	628	2363	1610	1063	583	78	54	16	0	4	0	0
apFAB346--apFAB912	6398	1	6	1	4	265	2973	2262	716	100	11	58	1
apFAB302--BBa_J61124	6397	906	2132	1781	812	417	108	46	103	0	92	0	0
apFAB347--salis-4-10	6396	4	3	0	0	2	1	0	19	192	1269	3857	1049
BBa_J23113--Bujard_RBS	6395	0	0	0	20	1	0	17	0	1	177	1694	4485
apFAB139--B0034_RBS	6394	326	1301	1674	1204	1628	211	17	2	0	30	0	1
apFAB259--BBa_J61118	6393	1427	2040	1519	990	159	11	62	0	0	185	0	0
apFAB98--apFAB837	6393	151	1138	1430	1558	1678	176	117	32	37	76	0	0
BBa_J23106--apFAB867	6392	390	1157	2348	1213	995	108	78	46	37	20	0	0
apFAB312--apFAB869	6392	1040	2133	1552	682	628	146	113	83	0	14	1	0
apFAB64--Anderson_RBS	6392	2	0	0	9	9	51	328	3986	1418	588	1	0
apFAB67--apFAB914	6392	12	2	62	0	0	2	0	1	2259	3002	1052	0
BBa_J23118--apFAB918	6391	126	584	1641	1273	2107	593	59	0	1	7	0	0
apFAB342--BBa_J61136	6391	0	1	0	6	294	1770	2816	1218	245	31	2	8
apFAB277--BBa_J61125	6390	655	1882	1480	1327	887	157	1	0	0	1	0	0
BBa_J23118--apFAB851	6389	6	147	391	510	3430	1295	404	128	37	1	40	0
BBa_J23106--apFAB890	6388	1273	2655	1199	658	292	4	103	0	23	180	1	0
apFAB306--apFAB867	6388	3	93	423	581	3537	1122	522	78	1	0	0	28
apFAB259--BBa_J61129	6388	925	2287	1523	627	742	109	41	7	1	125	1	0
BBa_J23104--Anderson_RBS	6387	0	1	0	0	1	0	0	8	400	1978	3546	453
BBa_J23114--salis-4-10	6386	280	1595	1767	1506	1064	105	48	18	1	0	1	1
BBa_J23102--Anderson_RBS	6384	1137	2186	1672	673	379	214	112	10	1	0	0	0
apFAB57--BBa_J61134	6384	214	2357	1808	1187	442	137	73	2	100	63	0	1
apFAB62--apFAB873	6382	2	0	7	86	1516	2756	1662	352	0	0	1	0
apFAB55--BBa_J61115	6381	3	0	61	71	676	2701	2379	391	62	1	36	0
apFAB342--salis-3-3	6381	4	0	15	1	2	2	0	15	116	1819	4011	396
BBa_J23100--apFAB827	6380	8	0	1	0	1	0	40	6	123	661	3778	1762
BBa_J23107--salis-4-7	6376	2	1	65	1	0	2	16	419	3765	1901	204	0
BBa_J23117--apFAB857	6375	1249	2674	1157	538	501	21	55	0	0	177	3	0
apFAB150--apFAB914	6374	2	0	53	236	3067	1750	1018	84	0	82	82	0
apFAB339--BBa_J61103	6373	21	102	246	532	2865	1962	434	123	71	1	0	16
apFAB300--BBa_J61112	6373	523	2039	2039	625	883	177	71	0	15	0	0	1
apFAB55--BBa_J61136	6373	1105	2051	1633	692	641	31	26	55	1	55	0	83
apFAB77--BBa_J61137	6372	5	1	2	0	190	1629	3454	894	23	60	0	114
BBa_J23117--apFAB843	6366	1637	1698	1450	845	477	88	134	0	0	36	1	0
apFAB322--apFAB892	6366	1	19	53	85	1184	2600	2047	338	0	39	0	0
apFAB58--apFAB910	6364	2	7	0	0	132	1044	2926	1772	275	114	92	0
apFAB125--apFAB831	6362	0	0	1	0	0	0	9	69	932	2231	2973	147
BBa_J23107--BBa_J61112	6361	109	1020	1152	1391	2413	146	75	21	34	0	0	0
BBa_J23119--apFAB844	6361	1	0	0	46	85	0	1	112	2565	2588	790	173
apFAB76--apFAB927	6361	29	2	0	1	2	0	2	216	3968	1664	477	0
apFAB109--JBEI_RBS	6360	986	2629	1331	800	386	86	0	1	49	91	0	1
apFAB49--B0032_RBS	6360	46	453	929	916	2929	581	197	173	134	0	1	1
apFAB38--apFAB834	6359	4	2	1	4	3	2	105	1402	3365	1395	76	0
BBa_J23115--apFAB826	6358	1178	2226	1477	1060	189	100	97	1	0	30	0	0
apFAB322--salis-1-10	6357	28	8	321	443	3223	1568	616	21	73	56	0	0
apFAB259--BBa_J61126	6357	1286	1746	1509	727	804	5	38	3	0	239	0	0
apFAB125--apFAB820	6355	31	22	2	0	3	0	1	866	3631	1465	332	2
BBa_J23117--JBEI_RBS	6355	598	2130	1996	811	568	121	12	43	7	67	1	1
apFAB78--BBa_J61113	6354	10	1	1	0	1	3	0	44	1151	3495	1648	0
apFAB322--apFAB901	6354	8	1	1	2	7	74	520	3527	1696	517	0	1
apFAB311--apFAB912	6352	67	311	370	789	3406	1049	323	33	4	0	0	0
BBa_J23108--apFAB918	6351	1105	2225	1445	751	561	18	49	71	1	125	0	0
apFAB311--apFAB861	6351	71	736	1420	978	2692	406	43	5	0	0	0	0
apFAB300--apFAB861	6350	336	1571	1465	1252	1368	143	183	31	0	1	0	0
BBa_J23102--salis-2-3	6350	0	1	2	0	65	0	0	1	0	537	4184	1560
apFAB78--apFAB843	6350	415	1800	1178	1511	1112	36	77	24	185	12	0	0
apFAB317--apFAB916	6350	9	1	19	33	2	1	0	18	1435	3496	1336	0
BBa_J23117--apFAB904	6349	920	2225	1362	808	819	77	106	1	0	29	1	1
BBa_J23115--apFAB923	6349	431	1173	1936	1481	1011	100	102	1	1	113	0	0
BBa_J23100--apFAB868	6348	1	9	0	0	145	1316	3738	1102	0	36	1	0
apFAB311--salis-1-21	6346	0	2	0	1	16	36	835	2848	2267	340	1	0
apFAB322--apFAB923	6342	6	1	1	0	8	2	4	10	727	2304	3018	261
apFAB339--JBEI_RBS	6341	0	2	0	10	3	0	3	1	84	480	3725	2033
apFAB321--apFAB884	6341	16	1	1	1	0	0	0	1	38	808	4119	1356
apFAB49--apFAB894	6339	5	31	30	8	887	2553	2211	584	29	0	1	0
BBa_J23106--BBa_J61122	6339	65	276	231	552	3617	1055	446	15	0	79	3	0
apFAB38--apFAB918	6338	266	840	1579	1362	1736	260	153	22	1	118	0	1
apFAB322--BBa_J61125	6334	0	131	69	191	2467	2141	1123	176	1	35	0	0
apFAB54--BBa_J61124	6334	9	0	0	0	0	3	20	1310	3739	962	291	0
apFAB150--apFAB834	6331	2	0	0	0	1	0	16	16	291	2163	2719	1123
apFAB78--apFAB851	6329	2	0	2	0	1	0	2	10	414	2284	3221	393
apFAB97--apFAB889	6329	1	1	33	0	0	1	8	66	2972	2478	768	1
apFAB341--apFAB872	6329	10	39	11	4	38	1156	2492	1875	574	128	2	0
apFAB58--apFAB869	6329	92	534	1313	1253	2426	424	218	68	0	0	1	0
apFAB56--Anderson_RBS	6327	13	1	0	0	91	2	1	513	3275	2151	279	1
apFAB114--apFAB861	6325	1112	2385	1203	996	475	5	85	9	0	53	1	1
BBa_J23107--salis-4-10	6319	0	2	0	0	3	0	17	244	3537	2109	407	0
apFAB62--apFAB903	6319	31	2	39	0	1	46	0	655	3562	1680	233	70
apFAB77--BBa_J61100	6318	1	0	9	0	0	3	0	0	79	0	1681	4545
BBa_J23109--Alon_RBS	6316	0	1	1	1	0	0	1	61	2647	2771	689	144
apFAB130--apFAB857	6314	13	1	76	5	403	1948	2855	848	125	38	1	1
apFAB115--apFAB854	6314	0	0	31	27	60	108	1340	3003	1127	499	119	0
BBa_J23105--apFAB923	6312	0	1	0	15	588	2127	2479	925	177	0	0	0
apFAB49--BBa_J61127	6312	66	317	915	1001	2954	756	291	11	0	1	0	0
apFAB311--Anderson_RBS	6312	0	0	221	120	2306	2325	1223	117	0	0	0	0
apFAB129--Invitrogen_RBS	6308	22	1	3	0	4	43	591	3254	1965	397	1	27
BBa_J23119--BBa_J61103	6307	21	49	0	0	2	58	0	140	3263	2089	685	0
apFAB64--apFAB895	6307	5	4	3	3	3	1037	2947	1447	746	111	0	1
apFAB346--apFAB901	6306	2	1	0	1	1	5	22	1100	3691	1341	142	0
apFAB62--apFAB866	6306	9	0	0	5	146	1425	3310	1251	95	0	65	0
BBa_J23100--salis-4-7	6306	1	0	1	1	1	1	0	48	368	2382	3080	423
apFAB345--salis-3-11	6306	4	87	205	343	3752	1395	458	36	1	25	0	0
apFAB109--apFAB912	6305	1188	2463	1035	793	514	83	134	0	0	95	0	0
apFAB277--BBa_J61113	6303	21	8	12	13	94	938	3192	1572	257	196	0	0
apFAB115--BBa_J61100	6302	4	0	43	0	12	2	143	1676	3138	1218	65	1
